country,country_code,development_group,indicator,year,value,previous_value,growth_rate
Afghanistan,AFG,Least Developed,gdp,1960,,,
Afghanistan,AFG,Least Developed,gdp,1961,,,
Afghanistan,AFG,Least Developed,gdp,1962,,,
Afghanistan,AFG,Least Developed,gdp,1963,,,
Afghanistan,AFG,Least Developed,gdp,1964,,,
Afghanistan,AFG,Least Developed,gdp,1965,,,
Afghanistan,AFG,Least Developed,gdp,1966,,,
Afghanistan,AFG,Least Developed,gdp,1967,,,
Afghanistan,AFG,Least Developed,gdp,1968,,,
Afghanistan,AFG,Least Developed,gdp,1969,,,
Afghanistan,AFG,Least Developed,gdp,1970,,,
Afghanistan,AFG,Least Developed,gdp,1971,,,
Afghanistan,AFG,Least Developed,gdp,1972,,,
Afghanistan,AFG,Least Developed,gdp,1973,,,
Afghanistan,AFG,Least Developed,gdp,1974,,,
Afghanistan,AFG,Least Developed,gdp,1975,,,
Afghanistan,AFG,Least Developed,gdp,1976,,,
Afghanistan,AFG,Least Developed,gdp,1977,,,
Afghanistan,AFG,Least Developed,gdp,1978,,,
Afghanistan,AFG,Least Developed,gdp,1979,,,
Afghanistan,AFG,Least Developed,gdp,1980,,,
Afghanistan,AFG,Least Developed,gdp,1981,,,
Afghanistan,AFG,Least Developed,gdp,1982,,,
Afghanistan,AFG,Least Developed,gdp,1983,,,
Afghanistan,AFG,Least Developed,gdp,1984,,,
Afghanistan,AFG,Least Developed,gdp,1985,,,
Afghanistan,AFG,Least Developed,gdp,1986,,,
Afghanistan,AFG,Least Developed,gdp,1987,,,
Afghanistan,AFG,Least Developed,gdp,1988,,,
Afghanistan,AFG,Least Developed,gdp,1989,,,
Afghanistan,AFG,Least Developed,gdp,1990,,,
Afghanistan,AFG,Least Developed,gdp,1991,,,
Afghanistan,AFG,Least Developed,gdp,1992,,,
Afghanistan,AFG,Least Developed,gdp,1993,,,
Afghanistan,AFG,Least Developed,gdp,1994,,,
Afghanistan,AFG,Least Developed,gdp,1995,,,
Afghanistan,AFG,Least Developed,gdp,1996,,,
Afghanistan,AFG,Least Developed,gdp,1997,,,
Afghanistan,AFG,Least Developed,gdp,1998,,,
Afghanistan,AFG,Least Developed,gdp,1999,,,
Afghanistan,AFG,Least Developed,gdp,2000,3521418059.92345,,
Afghanistan,AFG,Least Developed,gdp,2001,2813571753.87253,3521418059.92345,-20.10117214160898
Afghanistan,AFG,Least Developed,gdp,2002,3825701438.99963,2813571753.87253,35.973125040583376
Afghanistan,AFG,Least Developed,gdp,2003,4520946818.54581,3825701438.99963,18.173017174282613
Afghanistan,AFG,Least Developed,gdp,2004,5224896718.67782,4520946818.54581,15.570851159855941
Afghanistan,AFG,Least Developed,gdp,2005,6203256538.70967,5224896718.67782,18.724959988863237
Afghanistan,AFG,Least Developed,gdp,2006,6971758282.29351,6203256538.70967,12.388682279835153
Afghanistan,AFG,Least Developed,gdp,2007,9747886187.39393,6971758282.29351,39.81962358263449
Afghanistan,AFG,Least Developed,gdp,2008,10109297047.5432,9747886187.39393,3.7075818613542024
Afghanistan,AFG,Least Developed,gdp,2009,12416152732.0567,10109297047.5432,22.819150269940096
Afghanistan,AFG,Least Developed,gdp,2010,15856668555.8336,12416152732.0567,27.70999920848258
Afghanistan,AFG,Least Developed,gdp,2011,17805098206.3141,15856668555.8336,12.287761730150311
Afghanistan,AFG,Least Developed,gdp,2012,19907329777.5872,17805098206.3141,11.80690803787649
Afghanistan,AFG,Least Developed,gdp,2013,20146416757.5987,19907329777.5872,1.2009997457352566
Afghanistan,AFG,Least Developed,gdp,2014,20497128555.6972,20146416757.5987,1.7408147677984473
Afghanistan,AFG,Least Developed,gdp,2015,19134221644.7325,20497128555.6972,-6.649257759501542
Afghanistan,AFG,Least Developed,gdp,2016,18116572395.0772,19134221644.7325,-5.318477378124483
Afghanistan,AFG,Least Developed,gdp,2017,18753456497.8159,18116572395.0772,3.515477921815701
Afghanistan,AFG,Least Developed,gdp,2018,18053222687.4126,18753456497.8159,-3.7338919920434366
Afghanistan,AFG,Least Developed,gdp,2019,18799444490.1128,18053222687.4126,4.133454816466057
Afghanistan,AFG,Least Developed,gdp,2020,19955929052.1496,18799444490.1128,6.151695400600963
Afghanistan,AFG,Least Developed,gdp,2021,14259995441.0759,19955929052.1496,-28.542562945522953
Afghanistan,AFG,Least Developed,gdp,2022,14497243872.1337,14259995441.0759,1.663734270029333
Afghanistan,AFG,Least Developed,gdp,2023,17152234636.8715,14497243872.1337,18.31376217545163
Afghanistan,AFG,Least Developed,gdp,2024,17778508875.7396,17152234636.8715,3.651269074420329
Afghanistan,AFG,Least Developed,gdp,2025,,17778508875.7396,
Afghanistan,AFG,Least Developed,gdp_per_capita,1960,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1961,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1962,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1963,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1964,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1965,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1966,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1967,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1968,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1969,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1970,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1971,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1972,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1973,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1974,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1975,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1976,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1977,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1978,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1979,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1980,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1981,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1982,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1983,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1984,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1985,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1986,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1987,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1988,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1989,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1990,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1991,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1992,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1993,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1994,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1995,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1996,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1997,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1998,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,1999,,,
Afghanistan,AFG,Least Developed,gdp_per_capita,2000,174.930991430166,,
Afghanistan,AFG,Least Developed,gdp_per_capita,2001,138.706821676113,174.930991430166,-20.70769133467925
Afghanistan,AFG,Least Developed,gdp_per_capita,2002,178.954088379235,138.706821676113,29.016068724508205
Afghanistan,AFG,Least Developed,gdp_per_capita,2003,198.871115728727,178.954088379235,11.12968556900714
Afghanistan,AFG,Least Developed,gdp_per_capita,2004,221.763653873013,198.871115728727,11.511243380116039
Afghanistan,AFG,Least Developed,gdp_per_capita,2005,254.184249149336,221.763653873013,14.61943592203247
Afghanistan,AFG,Least Developed,gdp_per_capita,2006,274.218553561575,254.184249149336,7.88180403753838
Afghanistan,AFG,Least Developed,gdp_per_capita,2007,376.223152003876,274.218553561575,37.19828476864757
Afghanistan,AFG,Least Developed,gdp_per_capita,2008,381.73323802844,376.223152003876,1.4645791985994547
Afghanistan,AFG,Least Developed,gdp_per_capita,2009,452.053705477043,381.73323802844,18.42136351861611
Afghanistan,AFG,Least Developed,gdp_per_capita,2010,560.621505463146,452.053705477043,24.016571188490452
Afghanistan,AFG,Least Developed,gdp_per_capita,2011,606.694676337726,560.621505463146,8.218231092743684
Afghanistan,AFG,Least Developed,gdp_per_capita,2012,651.417134470046,606.694676337726,7.371493417790352
Afghanistan,AFG,Least Developed,gdp_per_capita,2013,637.087099117099,651.417134470046,-2.1998247504811266
Afghanistan,AFG,Least Developed,gdp_per_capita,2014,625.054941813938,637.087099117099,-1.888620460190719
Afghanistan,AFG,Least Developed,gdp_per_capita,2015,565.569730408751,625.054941813938,-9.51679723266537
Afghanistan,AFG,Least Developed,gdp_per_capita,2016,522.082215583898,565.569730408751,-7.68915175029319
Afghanistan,AFG,Least Developed,gdp_per_capita,2017,525.469770891619,522.082215583898,0.6488547601515805
Afghanistan,AFG,Least Developed,gdp_per_capita,2018,491.337221382603,525.469770891619,-6.495625704805005
Afghanistan,AFG,Least Developed,gdp_per_capita,2019,496.6025042585,491.337221382603,1.0716230415193708
Afghanistan,AFG,Least Developed,gdp_per_capita,2020,510.787063366811,496.6025042585,2.856320495099121
Afghanistan,AFG,Least Developed,gdp_per_capita,2021,356.496214115892,510.787063366811,-30.206491181261242
Afghanistan,AFG,Least Developed,gdp_per_capita,2022,357.261152798144,356.496214115892,0.21457133398991773
Afghanistan,AFG,Least Developed,gdp_per_capita,2023,413.757894705303,357.261152798144,15.813849746792986
Afghanistan,AFG,Least Developed,gdp_per_capita,2024,416.871146273728,413.757894705303,0.7524331519142193
Afghanistan,AFG,Least Developed,gdp_per_capita,2025,,416.871146273728,
Afghanistan,AFG,Least Developed,population,1960,9035043.0,,
Afghanistan,AFG,Least Developed,population,1961,9214083.0,9035043.0,1.9816175750353375
Afghanistan,AFG,Least Developed,population,1962,9404406.0,9214083.0,2.0655663726927576
Afghanistan,AFG,Least Developed,population,1963,9604487.0,9404406.0,2.1275240562774513
Afghanistan,AFG,Least Developed,population,1964,9814318.0,9604487.0,2.1847184550304455
Afghanistan,AFG,Least Developed,population,1965,10036008.0,9814318.0,2.258842641944147
Afghanistan,AFG,Least Developed,population,1966,10266395.0,10036008.0,2.2956039891558477
Afghanistan,AFG,Least Developed,population,1967,10505959.0,10266395.0,2.3334773306501457
Afghanistan,AFG,Least Developed,population,1968,10756922.0,10505959.0,2.3887681267364553
Afghanistan,AFG,Least Developed,population,1969,11017409.0,10756922.0,2.421575614288176
Afghanistan,AFG,Least Developed,population,1970,11290128.0,11017409.0,2.475346063670687
Afghanistan,AFG,Least Developed,population,1971,11567667.0,11290128.0,2.4582449375241806
Afghanistan,AFG,Least Developed,population,1972,11853696.0,11567667.0,2.4726593530052345
Afghanistan,AFG,Least Developed,population,1973,12157999.0,11853696.0,2.56715711285324
Afghanistan,AFG,Least Developed,population,1974,12469127.0,12157999.0,2.5590395261588688
Afghanistan,AFG,Least Developed,population,1975,12773954.0,12469127.0,2.444653903998251
Afghanistan,AFG,Least Developed,population,1976,13059851.0,12773954.0,2.2381245462446473
Afghanistan,AFG,Least Developed,population,1977,13340756.0,13059851.0,2.1509050907242355
Afghanistan,AFG,Least Developed,population,1978,13611441.0,13340756.0,2.0290079512735257
Afghanistan,AFG,Least Developed,population,1979,13655567.0,13611441.0,0.32418316326684293
Afghanistan,AFG,Least Developed,population,1980,13169311.0,13655567.0,-3.5608627602207945
Afghanistan,AFG,Least Developed,population,1981,11937581.0,13169311.0,-9.353032971884407
Afghanistan,AFG,Least Developed,population,1982,10991378.0,11937581.0,-7.926254071071853
Afghanistan,AFG,Least Developed,population,1983,10917982.0,10991378.0,-0.6677597658819485
Afghanistan,AFG,Least Developed,population,1984,11190221.0,10917982.0,2.493491929186181
Afghanistan,AFG,Least Developed,population,1985,11426852.0,11190221.0,2.1146231160224627
Afghanistan,AFG,Least Developed,population,1986,11420074.0,11426852.0,-0.05931642415601428
Afghanistan,AFG,Least Developed,population,1987,11387818.0,11420074.0,-0.28245000864267605
Afghanistan,AFG,Least Developed,population,1988,11523298.0,11387818.0,1.1896923537063904
Afghanistan,AFG,Least Developed,population,1989,11874088.0,11523298.0,3.0441805809413243
Afghanistan,AFG,Least Developed,population,1990,12045660.0,11874088.0,1.444927812561268
Afghanistan,AFG,Least Developed,population,1991,12238879.0,12045660.0,1.6040549044220076
Afghanistan,AFG,Least Developed,population,1992,13278974.0,12238879.0,8.498286485224668
Afghanistan,AFG,Least Developed,population,1993,14943172.0,13278974.0,12.532579700811223
Afghanistan,AFG,Least Developed,population,1994,16250794.0,14943172.0,8.750632061251789
Afghanistan,AFG,Least Developed,population,1995,17065836.0,16250794.0,5.015398016859976
Afghanistan,AFG,Least Developed,population,1996,17763266.0,17065836.0,4.086702813738512
Afghanistan,AFG,Least Developed,population,1997,18452091.0,17763266.0,3.8778060295893786
Afghanistan,AFG,Least Developed,population,1998,19159996.0,18452091.0,3.8364486713186055
Afghanistan,AFG,Least Developed,population,1999,19887785.0,19159996.0,3.798482003858456
Afghanistan,AFG,Least Developed,population,2000,20130327.0,19887785.0,1.219552604777254
Afghanistan,AFG,Least Developed,population,2001,20284307.0,20130327.0,0.7649155426039527
Afghanistan,AFG,Least Developed,population,2002,21378117.0,20284307.0,5.392395214684929
Afghanistan,AFG,Least Developed,population,2003,22733049.0,21378117.0,6.337938930729961
Afghanistan,AFG,Least Developed,population,2004,23560654.0,22733049.0,3.64053673574539
Afghanistan,AFG,Least Developed,population,2005,24404567.0,23560654.0,3.5818742552732195
Afghanistan,AFG,Least Developed,population,2006,25424094.0,24404567.0,4.177607412579785
Afghanistan,AFG,Least Developed,population,2007,25909852.0,25424094.0,1.9106206891777542
Afghanistan,AFG,Least Developed,population,2008,26482622.0,25909852.0,2.210626289953335
Afghanistan,AFG,Least Developed,population,2009,27466101.0,26482622.0,3.713676840608909
Afghanistan,AFG,Least Developed,population,2010,28284089.0,27466101.0,2.9781729849460614
Afghanistan,AFG,Least Developed,population,2011,29347708.0,28284089.0,3.7604852678832965
Afghanistan,AFG,Least Developed,population,2012,30560034.0,29347708.0,4.130905214131202
Afghanistan,AFG,Least Developed,population,2013,31622704.0,30560034.0,3.4773194296838805
Afghanistan,AFG,Least Developed,population,2014,32792523.0,31622704.0,3.6993009832429258
Afghanistan,AFG,Least Developed,population,2015,33831764.0,32792523.0,3.1691401116041
Afghanistan,AFG,Least Developed,population,2016,34700612.0,33831764.0,2.5681427666615315
Afghanistan,AFG,Least Developed,population,2017,35688935.0,34700612.0,2.8481428511981286
Afghanistan,AFG,Least Developed,population,2018,36743039.0,35688935.0,2.95358771563231
Afghanistan,AFG,Least Developed,population,2019,37856121.0,36743039.0,3.0293683655290464
Afghanistan,AFG,Least Developed,population,2020,39068979.0,37856121.0,3.203862329159398
Afghanistan,AFG,Least Developed,population,2021,40000412.0,39068979.0,2.384073051921833
Afghanistan,AFG,Least Developed,population,2022,40578842.0,40000412.0,1.4460601055809126
Afghanistan,AFG,Least Developed,population,2023,41454761.0,40578842.0,2.158560857897325
Afghanistan,AFG,Least Developed,population,2024,42647492.0,41454761.0,2.877187013573664
Afghanistan,AFG,Least Developed,population,2025,43844111.0,42647492.0,2.805836741818253
Afghanistan,AFG,Least Developed,unemployment,1960,,,
Afghanistan,AFG,Least Developed,unemployment,1961,,,
Afghanistan,AFG,Least Developed,unemployment,1962,,,
Afghanistan,AFG,Least Developed,unemployment,1963,,,
Afghanistan,AFG,Least Developed,unemployment,1964,,,
Afghanistan,AFG,Least Developed,unemployment,1965,,,
Afghanistan,AFG,Least Developed,unemployment,1966,,,
Afghanistan,AFG,Least Developed,unemployment,1967,,,
Afghanistan,AFG,Least Developed,unemployment,1968,,,
Afghanistan,AFG,Least Developed,unemployment,1969,,,
Afghanistan,AFG,Least Developed,unemployment,1970,,,
Afghanistan,AFG,Least Developed,unemployment,1971,,,
Afghanistan,AFG,Least Developed,unemployment,1972,,,
Afghanistan,AFG,Least Developed,unemployment,1973,,,
Afghanistan,AFG,Least Developed,unemployment,1974,,,
Afghanistan,AFG,Least Developed,unemployment,1975,,,
Afghanistan,AFG,Least Developed,unemployment,1976,,,
Afghanistan,AFG,Least Developed,unemployment,1977,,,
Afghanistan,AFG,Least Developed,unemployment,1978,,,
Afghanistan,AFG,Least Developed,unemployment,1979,,,
Afghanistan,AFG,Least Developed,unemployment,1980,,,
Afghanistan,AFG,Least Developed,unemployment,1981,,,
Afghanistan,AFG,Least Developed,unemployment,1982,,,
Afghanistan,AFG,Least Developed,unemployment,1983,,,
Afghanistan,AFG,Least Developed,unemployment,1984,,,
Afghanistan,AFG,Least Developed,unemployment,1985,,,
Afghanistan,AFG,Least Developed,unemployment,1986,,,
Afghanistan,AFG,Least Developed,unemployment,1987,,,
Afghanistan,AFG,Least Developed,unemployment,1988,,,
Afghanistan,AFG,Least Developed,unemployment,1989,,,
Afghanistan,AFG,Least Developed,unemployment,1990,,,
Afghanistan,AFG,Least Developed,unemployment,1991,7.972,,
Afghanistan,AFG,Least Developed,unemployment,1992,7.958,7.972,-0.17561465127948112
Afghanistan,AFG,Least Developed,unemployment,1993,7.908,7.958,-0.6282985674792639
Afghanistan,AFG,Least Developed,unemployment,1994,7.883,7.908,-0.31613555892767264
Afghanistan,AFG,Least Developed,unemployment,1995,7.868,7.883,-0.19028288722567144
Afghanistan,AFG,Least Developed,unemployment,1996,7.878,7.868,0.12709710218606743
Afghanistan,AFG,Least Developed,unemployment,1997,7.863,7.878,-0.19040365575018633
Afghanistan,AFG,Least Developed,unemployment,1998,7.869,7.863,0.07630675314764516
Afghanistan,AFG,Least Developed,unemployment,1999,7.877,7.869,0.10166476045240828
Afghanistan,AFG,Least Developed,unemployment,2000,7.897,7.877,0.2539037704709974
Afghanistan,AFG,Least Developed,unemployment,2001,7.973,7.897,0.9623907813093531
Afghanistan,AFG,Least Developed,unemployment,2002,7.867,7.973,-1.3294870186880707
Afghanistan,AFG,Least Developed,unemployment,2003,7.844,7.867,-0.29236049319943674
Afghanistan,AFG,Least Developed,unemployment,2004,7.794,7.844,-0.6374298827129106
Afghanistan,AFG,Least Developed,unemployment,2005,7.878,7.794,1.0777521170130937
Afghanistan,AFG,Least Developed,unemployment,2006,7.897,7.878,0.24117796395024282
Afghanistan,AFG,Least Developed,unemployment,2007,7.841,7.897,-0.7091300493858433
Afghanistan,AFG,Least Developed,unemployment,2008,7.879,7.841,0.4846320622369515
Afghanistan,AFG,Least Developed,unemployment,2009,7.808,7.879,-0.901129584972709
Afghanistan,AFG,Least Developed,unemployment,2010,7.809,7.808,0.012807377049184606
Afghanistan,AFG,Least Developed,unemployment,2011,7.83,7.809,0.2689204763734141
Afghanistan,AFG,Least Developed,unemployment,2012,7.875,7.83,0.57471264367816
Afghanistan,AFG,Least Developed,unemployment,2013,7.921,7.875,0.5841269841269875
Afghanistan,AFG,Least Developed,unemployment,2014,7.915,7.921,-0.07574801161469798
Afghanistan,AFG,Least Developed,unemployment,2015,9.032,7.915,14.112444725205306
Afghanistan,AFG,Least Developed,unemployment,2016,10.116,9.032,12.001771479185114
Afghanistan,AFG,Least Developed,unemployment,2017,11.184,10.116,10.557532621589557
Afghanistan,AFG,Least Developed,unemployment,2018,11.192,11.184,0.07153075822604521
Afghanistan,AFG,Least Developed,unemployment,2019,11.187,11.192,-0.044674767691214985
Afghanistan,AFG,Least Developed,unemployment,2020,11.71,11.187,4.675069276839202
Afghanistan,AFG,Least Developed,unemployment,2021,12.006,11.71,2.5277540563620784
Afghanistan,AFG,Least Developed,unemployment,2022,14.1,12.006,17.441279360319836
Afghanistan,AFG,Least Developed,unemployment,2023,14.008,14.1,-0.6524822695035498
Afghanistan,AFG,Least Developed,unemployment,2024,13.687,14.008,-2.291547687035978
Afghanistan,AFG,Least Developed,unemployment,2025,13.351,13.687,-2.4548841966829733
Australia,AUS,Developed,gdp,1960,18635682981.7093,,
Australia,AUS,Developed,gdp,1961,19713123154.0997,18635682981.7093,5.781597451769782
Australia,AUS,Developed,gdp,1962,19953923192.6277,19713123154.0997,1.2215215044599423
Australia,AUS,Developed,gdp,1963,21573443451.751,19953923192.6277,8.116299955096833
Australia,AUS,Developed,gdp,1964,23835843813.735,21573443451.751,10.486969162080495
Australia,AUS,Developed,gdp,1965,26014244162.2791,23835843813.735,9.13917864862343
Australia,AUS,Developed,gdp,1966,27349284375.8855,26014244162.2791,5.131958496577135
Australia,AUS,Developed,gdp,1967,30487524878.004,27349284375.8855,11.474671362463726
Australia,AUS,Developed,gdp,1968,32763365242.1384,30487524878.004,7.464824951324147
Australia,AUS,Developed,gdp,1969,36738245878.1193,32763365242.1384,12.132089016511136
Australia,AUS,Developed,gdp,1970,41395206623.2331,36738245878.1193,12.676056338028403
Australia,AUS,Developed,gdp,1971,45283847245.4156,41395206623.2331,9.393939393939393
Australia,AUS,Developed,gdp,1972,52117990654.2056,45283847245.4156,15.091790615210726
Australia,AUS,Developed,gdp,1973,63923126201.1531,52117990654.2056,22.650787950120062
Australia,AUS,Developed,gdp,1974,89086219602.0634,63923126201.1531,39.36461637018058
Australia,AUS,Developed,gdp,1975,97440939505.6671,89086219602.0634,9.378240474141961
Australia,AUS,Developed,gdp,1976,105209354855.787,97440939505.6671,7.972434778985376
Australia,AUS,Developed,gdp,1977,110504702913.512,105209354855.787,5.0331532447693945
Australia,AUS,Developed,gdp,1978,118660813779.849,110504702913.512,7.38078167833318
Australia,AUS,Developed,gdp,1979,135093718050.665,118660813779.849,13.848636080740103
Australia,AUS,Developed,gdp,1980,150200557103.064,135093718050.665,11.182488179600917
Australia,AUS,Developed,gdp,1981,177151979565.773,150200557103.064,17.943623500820706
Australia,AUS,Developed,gdp,1982,194323071830.52,177151979565.773,9.69285937805267
Australia,AUS,Developed,gdp,1983,177523719680.081,194323071830.52,-8.64506308601927
Australia,AUS,Developed,gdp,1984,193749932078.26,177523719680.081,9.140306674184496
Australia,AUS,Developed,gdp,1985,180861108959.102,193749932078.26,-6.652298135491439
Australia,AUS,Developed,gdp,1986,182707050923.335,180861108959.102,1.0206406312870853
Australia,AUS,Developed,gdp,1987,189726707252.515,182707050923.335,3.8420281503670677
Australia,AUS,Developed,gdp,1988,236461079970.431,189726707252.515,24.632469194605953
Australia,AUS,Developed,gdp,1989,300264309002.14,236461079970.431,26.98254995692631
Australia,AUS,Developed,gdp,1990,311840666465.053,300264309002.14,3.8553891074781244
Australia,AUS,Developed,gdp,1991,326416407860.792,311840666465.053,4.6740989752766815
Australia,AUS,Developed,gdp,1992,325982966981.415,326416407860.792,-0.1327877119344642
Australia,AUS,Developed,gdp,1993,312568858909.5,325982966981.415,-4.114972078488919
Australia,AUS,Developed,gdp,1994,323269456935.317,312568858909.5,3.423437019013857
Australia,AUS,Developed,gdp,1995,368725126225.126,323269456935.317,14.06123229851071
Australia,AUS,Developed,gdp,1996,401962517479.122,368725126225.126,9.014137873995294
Australia,AUS,Developed,gdp,1997,436321902767.408,401962517479.122,8.547907776020594
Australia,AUS,Developed,gdp,1998,400361527504.578,436321902767.408,-8.241707563784523
Australia,AUS,Developed,gdp,1999,390347787943.351,400361527504.578,-2.5011742820649734
Australia,AUS,Developed,gdp,2000,416901962163.479,390347787943.351,6.802696221243003
Australia,AUS,Developed,gdp,2001,380360222861.197,416901962163.479,-8.76506771823562
Australia,AUS,Developed,gdp,2002,396436967262.563,380360222861.197,4.226715475249044
Australia,AUS,Developed,gdp,2003,468517181129.878,396436967262.563,18.18201121985069
Australia,AUS,Developed,gdp,2004,615643050220.515,468517181129.878,31.402449049110142
Australia,AUS,Developed,gdp,2005,696811489612.816,615643050220.515,13.184334552826932
Australia,AUS,Developed,gdp,2006,749708370332.989,696811489612.816,7.59127561882844
Australia,AUS,Developed,gdp,2007,856603595823.192,749708370332.989,14.258240900088207
Australia,AUS,Developed,gdp,2008,1058448244063.77,856603595823.192,23.56336690912513
Australia,AUS,Developed,gdp,2009,931761689770.843,1058448244063.77,-11.969083514800023
Australia,AUS,Developed,gdp,2010,1152566632022.13,931761689770.843,23.697576824133165
Australia,AUS,Developed,gdp,2011,1402939868653.4,1152566632022.13,21.723103001168848
Australia,AUS,Developed,gdp,2012,1552728401401.58,1402939868653.4,10.676760714766303
Australia,AUS,Developed,gdp,2013,1583737461925.39,1552728401401.58,1.9970691909685745
Australia,AUS,Developed,gdp,2014,1474677007565.64,1583737461925.39,-6.886271050705742
Australia,AUS,Developed,gdp,2015,1356805839935.9,1474677007565.64,-7.993015896024498
Australia,AUS,Developed,gdp,2016,1211588128417.61,1356805839935.9,-10.702910264975744
Australia,AUS,Developed,gdp,2017,1330890554614.09,1211588128417.61,9.846780716834395
Australia,AUS,Developed,gdp,2018,1433144978761.67,1330890554614.09,7.6831580022167865
Australia,AUS,Developed,gdp,2019,1398349602956.35,1433144978761.67,-2.4279034097014582
Australia,AUS,Developed,gdp,2020,1333336461648.09,1398349602956.35,-4.649276630880512
Australia,AUS,Developed,gdp,2021,1560617493202.69,1333336461648.09,17.046037372567298
Australia,AUS,Developed,gdp,2022,1695627535475.8,1560617493202.69,8.651065546884478
Australia,AUS,Developed,gdp,2023,1734451264655.6,1695627535475.8,2.289637810635456
Australia,AUS,Developed,gdp,2024,1757022451652.83,1734451264655.6,1.301344549551919
Australia,AUS,Developed,gdp,2025,1798518933689.21,1757022451652.83,2.361750243848288
Australia,AUS,Developed,gdp_per_capita,1960,1813.43109917039,,
Australia,AUS,Developed,gdp_per_capita,1961,1880.48489498232,1813.43109917039,3.6976202648452237
Australia,AUS,Developed,gdp_per_capita,1962,1857.56127281956,1880.48489498232,-1.2190271894194362
Australia,AUS,Developed,gdp_per_capita,1963,1970.17748417817,1857.56127281956,6.062583937684702
Australia,AUS,Developed,gdp_per_capita,1964,2134.48946124608,1970.17748417817,8.339958119887358
Australia,AUS,Developed,gdp_per_capita,1965,2284.35582738664,2134.48946124608,7.021180889460603
Australia,AUS,Developed,gdp_per_capita,1966,2347.37656646515,2284.35582738664,2.7587969581169496
Australia,AUS,Developed,gdp_per_capita,1967,2583.9075241973,2347.37656646515,10.076395969494383
Australia,AUS,Developed,gdp_per_capita,1968,2728.23426114901,2583.9075241973,5.585599933439777
Australia,AUS,Developed,gdp_per_capita,1969,2995.86119857452,2728.23426114901,9.809529234223376
Australia,AUS,Developed,gdp_per_capita,1970,3309.76306254362,2995.86119857452,10.477850713459604
Australia,AUS,Developed,gdp_per_capita,1971,3500.33603195606,3309.76306254362,5.75790368709901
Australia,AUS,Developed,gdp_per_capita,1972,3955.22430403017,3500.33603195606,12.995560081124808
Australia,AUS,Developed,gdp_per_capita,1973,4777.513168995,3955.22430403017,20.789942662087714
Australia,AUS,Developed,gdp_per_capita,1974,6491.74521621099,4777.513168995,35.881262627196406
Australia,AUS,Developed,gdp_per_capita,1975,7013.67159761514,6491.74521621099,8.039846975214166
Australia,AUS,Developed,gdp_per_capita,1976,7497.28175413577,7013.67159761514,6.895249510756564
Australia,AUS,Developed,gdp_per_capita,1977,7786.4080406928,7497.28175413577,3.8564148452542453
Australia,AUS,Developed,gdp_per_capita,1978,8264.43890373653,7786.4080406928,6.139298898098823
Australia,AUS,Developed,gdp_per_capita,1979,9307.82127950011,8264.43890373653,12.624963266312545
Australia,AUS,Developed,gdp_per_capita,1980,10223.2886675105,9307.82127950011,9.835463751615519
Australia,AUS,Developed,gdp_per_capita,1981,11870.8633077339,10223.2886675105,16.11589669241537
Australia,AUS,Developed,gdp_per_capita,1982,12797.6758959809,11870.8633077339,7.807457336680631
Australia,AUS,Developed,gdp_per_capita,1983,11532.4028055582,12797.6758959809,-9.886741160713855
