country,country_code,development_group,indicator,year,value,previous_value,growth_rate
Pakistan,PAK,Developing,population,1998,146522356.0,142531804.0,2.799762500725803
Pakistan,PAK,Developing,population,1999,150565377.0,146522356.0,2.7593202227788365
Pakistan,PAK,Developing,population,2000,154879127.0,150565377.0,2.8650345025868726
Pakistan,PAK,Developing,population,2001,159270907.0,154879127.0,2.8356177395034
Pakistan,PAK,Developing,population,2002,163222549.0,159270907.0,2.4810821225498514
Pakistan,PAK,Developing,population,2003,167110248.0,163222549.0,2.381839411171063
Pakistan,PAK,Developing,population,2004,171286000.0,167110248.0,2.498800671997088
Pakistan,PAK,Developing,population,2005,175453212.0,171286000.0,2.432897026026646
Pakistan,PAK,Developing,population,2006,179682690.0,175453212.0,2.4106016366346146
Pakistan,PAK,Developing,population,2007,184493231.0,179682690.0,2.677242309762838
Pakistan,PAK,Developing,population,2008,189499113.0,184493231.0,2.7133147231835295
Pakistan,PAK,Developing,population,2009,194376534.0,189499113.0,2.5738489868287666
Pakistan,PAK,Developing,population,2010,199239047.0,194376534.0,2.5015946626561414
Pakistan,PAK,Developing,population,2011,203746065.0,199239047.0,2.262115819094437
Pakistan,PAK,Developing,population,2012,207667125.0,203746065.0,1.9244837930980407
Pakistan,PAK,Developing,population,2013,211073978.0,207667125.0,1.640535544564408
Pakistan,PAK,Developing,population,2014,214264647.0,211073978.0,1.5116354134378422
Pakistan,PAK,Developing,population,2015,217290883.0,214264647.0,1.4123823236224313
Pakistan,PAK,Developing,population,2016,220138869.0,217290883.0,1.310679012703906
Pakistan,PAK,Developing,population,2017,223273967.0,220138869.0,1.4241455923896837
Pakistan,PAK,Developing,population,2018,226928892.0,223273967.0,1.6369687201374445
Pakistan,PAK,Developing,population,2019,230800899.0,226928892.0,1.7062644451637299
Pakistan,PAK,Developing,population,2020,235001746.0,230800899.0,1.8201172604617974
Pakistan,PAK,Developing,population,2021,239477801.0,235001746.0,1.9046901038769302
Pakistan,PAK,Developing,population,2022,243700667.0,239477801.0,1.7633642794306434
Pakistan,PAK,Developing,population,2023,247504495.0,243700667.0,1.5608607259166838
Pakistan,PAK,Developing,population,2024,251269164.0,247504495.0,1.5210507590983346
Pakistan,PAK,Developing,population,2025,255219554.0,251269164.0,1.5721746103314134
Pakistan,PAK,Developing,unemployment,1960,,,
Pakistan,PAK,Developing,unemployment,1961,,,
Pakistan,PAK,Developing,unemployment,1962,,,
Pakistan,PAK,Developing,unemployment,1963,,,
Pakistan,PAK,Developing,unemployment,1964,,,
Pakistan,PAK,Developing,unemployment,1965,,,
Pakistan,PAK,Developing,unemployment,1966,,,
Pakistan,PAK,Developing,unemployment,1967,,,
Pakistan,PAK,Developing,unemployment,1968,,,
Pakistan,PAK,Developing,unemployment,1969,,,
Pakistan,PAK,Developing,unemployment,1970,,,
Pakistan,PAK,Developing,unemployment,1971,,,
Pakistan,PAK,Developing,unemployment,1972,,,
Pakistan,PAK,Developing,unemployment,1973,,,
Pakistan,PAK,Developing,unemployment,1974,,,
Pakistan,PAK,Developing,unemployment,1975,,,
Pakistan,PAK,Developing,unemployment,1976,,,
Pakistan,PAK,Developing,unemployment,1977,,,
Pakistan,PAK,Developing,unemployment,1978,,,
Pakistan,PAK,Developing,unemployment,1979,,,
Pakistan,PAK,Developing,unemployment,1980,,,
Pakistan,PAK,Developing,unemployment,1981,,,
Pakistan,PAK,Developing,unemployment,1982,,,
Pakistan,PAK,Developing,unemployment,1983,,,
Pakistan,PAK,Developing,unemployment,1984,,,
Pakistan,PAK,Developing,unemployment,1985,,,
Pakistan,PAK,Developing,unemployment,1986,,,
Pakistan,PAK,Developing,unemployment,1987,,,
Pakistan,PAK,Developing,unemployment,1988,,,
Pakistan,PAK,Developing,unemployment,1989,,,
Pakistan,PAK,Developing,unemployment,1990,,,
Pakistan,PAK,Developing,unemployment,1991,0.596,,
Pakistan,PAK,Developing,unemployment,1992,0.587,0.596,-1.5100671140939612
Pakistan,PAK,Developing,unemployment,1993,0.596,0.587,1.5332197614991496
Pakistan,PAK,Developing,unemployment,1994,0.601,0.596,0.838926174496645
Pakistan,PAK,Developing,unemployment,1995,0.611,0.601,1.6638935108153095
Pakistan,PAK,Developing,unemployment,1996,0.6,0.611,-1.8003273322422277
Pakistan,PAK,Developing,unemployment,1997,0.611,0.6,1.833333333333335
Pakistan,PAK,Developing,unemployment,1998,0.62,0.611,1.472995090016368
Pakistan,PAK,Developing,unemployment,1999,0.625,0.62,0.8064516129032264
Pakistan,PAK,Developing,unemployment,2000,0.614,0.625,-1.7600000000000016
Pakistan,PAK,Developing,unemployment,2001,0.611,0.614,-0.48859934853420245
Pakistan,PAK,Developing,unemployment,2002,0.615,0.611,0.6546644844517191
Pakistan,PAK,Developing,unemployment,2003,0.612,0.615,-0.4878048780487809
Pakistan,PAK,Developing,unemployment,2004,0.598,0.612,-2.2875816993464073
Pakistan,PAK,Developing,unemployment,2005,0.583,0.598,-2.5083612040133803
Pakistan,PAK,Developing,unemployment,2006,0.582,0.583,-0.1715265866209264
Pakistan,PAK,Developing,unemployment,2007,0.398,0.582,-31.615120274914084
Pakistan,PAK,Developing,unemployment,2008,0.423,0.398,6.281407035175871
Pakistan,PAK,Developing,unemployment,2009,0.535,0.423,26.477541371158402
Pakistan,PAK,Developing,unemployment,2010,0.653,0.535,22.056074766355138
Pakistan,PAK,Developing,unemployment,2011,0.796,0.653,21.898928024502297
Pakistan,PAK,Developing,unemployment,2012,3.667,0.796,360.67839195979894
Pakistan,PAK,Developing,unemployment,2013,2.954,3.667,-19.44368693755112
Pakistan,PAK,Developing,unemployment,2014,1.827,2.954,-38.15165876777252
Pakistan,PAK,Developing,unemployment,2015,3.566,1.827,95.18336070060207
Pakistan,PAK,Developing,unemployment,2016,2.285,3.566,-35.92260235558047
Pakistan,PAK,Developing,unemployment,2017,3.204,2.285,40.21881838074398
Pakistan,PAK,Developing,unemployment,2018,4.083,3.204,27.43445692883895
Pakistan,PAK,Developing,unemployment,2019,4.83,4.083,18.295371050698012
Pakistan,PAK,Developing,unemployment,2020,5.994,4.83,24.099378881987572
Pakistan,PAK,Developing,unemployment,2021,6.338,5.994,5.739072405739078
Pakistan,PAK,Developing,unemployment,2022,5.291,6.338,-16.519406752918897
Pakistan,PAK,Developing,unemployment,2023,5.237,5.291,-1.0206010206010256
Pakistan,PAK,Developing,unemployment,2024,5.492,5.237,4.869199923620391
Pakistan,PAK,Developing,unemployment,2025,5.42,5.492,-1.310997815003643
Uganda,UGA,Least Developed,gdp,1960,423145605.043164,,
Uganda,UGA,Least Developed,gdp,1961,441667334.611947,423145605.043164,4.377152769173541
Uganda,UGA,Least Developed,gdp,1962,449158233.391351,441667334.611947,1.6960499888418412
Uganda,UGA,Least Developed,gdp,1963,516315231.449087,449158233.391351,14.951745969492721
Uganda,UGA,Least Developed,gdp,1964,589247687.30035,516315231.449087,14.125567368324804
Uganda,UGA,Least Developed,gdp,1965,884502309.953801,589247687.30035,50.107048193293046
Uganda,UGA,Least Developed,gdp,1966,925381492.370153,884502309.953801,4.62171573282687
Uganda,UGA,Least Developed,gdp,1967,967240655.186896,925381492.370153,4.523449319213242
Uganda,UGA,Least Developed,gdp,1968,1037379252.41495,967240655.186896,7.251411202778842
Uganda,UGA,Least Developed,gdp,1969,1168556628.86742,1037379252.41495,12.645074224021515
Uganda,UGA,Least Developed,gdp,1970,1259554808.90382,1168556628.86742,7.787228944531057
Uganda,UGA,Least Developed,gdp,1971,1417191656.16688,1259554808.90382,12.515282872068893
Uganda,UGA,Least Developed,gdp,1972,1490970180.59639,1417191656.16688,5.205966610688428
Uganda,UGA,Least Developed,gdp,1973,1701829789.02127,1490970180.59639,14.142443032665877
Uganda,UGA,Least Developed,gdp,1974,2098944967.20844,1701829789.02127,23.33460024903858
Uganda,UGA,Least Developed,gdp,1975,2359555555.55556,2098944967.20844,12.416265905900694
Uganda,UGA,Least Developed,gdp,1976,2447300000.0,2359555555.55556,3.718685251459585
Uganda,UGA,Least Developed,gdp,1977,2936470588.23529,2447300000.0,19.988174242442287
Uganda,UGA,Least Developed,gdp,1978,2420260869.56522,2936470588.23529,-17.579257246376613
Uganda,UGA,Least Developed,gdp,1979,2139025000.0,2420260869.56522,-11.620064312147543
Uganda,UGA,Least Developed,gdp,1980,1244610000.0,2139025000.0,-41.814144294713714
Uganda,UGA,Least Developed,gdp,1981,1337300000.0,1244610000.0,7.447312812849005
Uganda,UGA,Least Developed,gdp,1982,2177500000.0,1337300000.0,62.82808644283258
Uganda,UGA,Least Developed,gdp,1983,2240333333.33333,2177500000.0,2.8855721393033367
Uganda,UGA,Least Developed,gdp,1984,3615647477.05434,2240333333.33333,61.388817603973145
Uganda,UGA,Least Developed,gdp,1985,3519695443.52516,3615647477.05434,-2.6537994685076978
Uganda,UGA,Least Developed,gdp,1986,3923244049.95796,3519695443.52516,11.465441056133685
Uganda,UGA,Least Developed,gdp,1987,6269522042.11556,3923244049.95796,59.804538343281024
Uganda,UGA,Least Developed,gdp,1988,6508931651.66667,6269522042.11556,3.818626171865646
Uganda,UGA,Least Developed,gdp,1989,5276480799.33868,6508931651.66667,-18.934764079331046
Uganda,UGA,Least Developed,gdp,1990,4304399310.30967,5276480799.33868,-18.42291341514678
Uganda,UGA,Least Developed,gdp,1991,3321729159.62277,4304399310.30967,-22.829437509044777
Uganda,UGA,Least Developed,gdp,1992,2857457761.90922,3321729159.62277,-13.976798691386216
Uganda,UGA,Least Developed,gdp,1993,3220439044.18949,2857457761.90922,12.702944803556516
Uganda,UGA,Least Developed,gdp,1994,3990430446.71216,3220439044.18949,23.90951643416245
Uganda,UGA,Least Developed,gdp,1995,5755818842.49246,3990430446.71216,44.24055047081095
Uganda,UGA,Least Developed,gdp,1996,6044585326.938,5755818842.49246,5.01694880168421
Uganda,UGA,Least Developed,gdp,1997,6269333313.17108,6044585326.938,3.718170462934474
Uganda,UGA,Least Developed,gdp,1998,6584815846.52754,6269333313.17108,5.032154418934331
Uganda,UGA,Least Developed,gdp,1999,5998563257.94659,6584815846.52754,-8.903097706067305
Uganda,UGA,Least Developed,gdp,2000,6193246837.09687,5998563257.94659,3.2455034777264893
Uganda,UGA,Least Developed,gdp,2001,5840503868.51573,6193246837.09687,-5.695606486540287
Uganda,UGA,Least Developed,gdp,2002,6178563591.12051,5840503868.51573,5.7881944814239565
Uganda,UGA,Least Developed,gdp,2003,6606884275.23087,6178563591.12051,6.932366686747693
Uganda,UGA,Least Developed,gdp,2004,7939487547.77384,6606884275.23087,20.16991999600906
Uganda,UGA,Least Developed,gdp,2005,9239221763.05793,7939487547.77384,16.37050511715361
Uganda,UGA,Least Developed,gdp,2006,9977647682.96954,9239221763.05793,7.992295659187759
Uganda,UGA,Least Developed,gdp,2007,11902564494.8833,9977647682.96954,19.292290859290684
Uganda,UGA,Least Developed,gdp,2008,14440404132.2047,11902564494.8833,21.321788581043787
Uganda,UGA,Least Developed,gdp,2009,25127805566.6584,14440404132.2047,74.0104039790609
Uganda,UGA,Least Developed,gdp,2010,26673441430.7857,25127805566.6584,6.15109767554941
Uganda,UGA,Least Developed,gdp,2011,27871725241.4723,26673441430.7857,4.492422973600909
Uganda,UGA,Least Developed,gdp,2012,27305915910.7877,27871725241.4723,-2.030047748327733
Uganda,UGA,Least Developed,gdp,2013,28915786516.6123,27305915910.7877,5.8956843311327685
Uganda,UGA,Least Developed,gdp,2014,32612397257.4458,28915786516.6123,12.784057382322192
Uganda,UGA,Least Developed,gdp,2015,32387183730.1002,32612397257.4458,-0.6905764257921309
Uganda,UGA,Least Developed,gdp,2016,29203988696.2626,32387183730.1002,-9.828563855273353
Uganda,UGA,Least Developed,gdp,2017,30744473841.424,29203988696.2626,5.274913509874576
Uganda,UGA,Least Developed,gdp,2018,32927025619.6795,30744473841.424,7.099005139957246
Uganda,UGA,Least Developed,gdp,2019,35353061003.4359,32927025619.6795,7.36791537680351
Uganda,UGA,Least Developed,gdp,2020,37600368241.6657,35353061003.4359,6.356754335958047
Uganda,UGA,Least Developed,gdp,2021,40529788748.6737,37600368241.6657,7.790935684937914
Uganda,UGA,Least Developed,gdp,2022,45565333210.9108,40529788748.6737,12.42430473413677
Uganda,UGA,Least Developed,gdp,2023,48768955863.3175,45565333210.9108,7.0308333696977785
Uganda,UGA,Least Developed,gdp,2024,53911907079.0485,48768955863.3175,10.54554300925555
Uganda,UGA,Least Developed,gdp,2025,61985829288.1496,53911907079.0485,14.97613912500384
Uganda,UGA,Least Developed,gdp_per_capita,1960,55.3784976132181,,
Uganda,UGA,Least Developed,gdp_per_capita,1961,56.1759278091596,55.3784976132181,1.4399635784831506
Uganda,UGA,Least Developed,gdp_per_capita,1962,55.5048704604887,56.1759278091596,-1.1945638903385984
Uganda,UGA,Least Developed,gdp_per_capita,1963,61.9553768191835,55.5048704604887,11.621514121515888
Uganda,UGA,Least Developed,gdp_per_capita,1964,68.6259930194368,61.9553768191835,10.766807568165506
Uganda,UGA,Least Developed,gdp_per_capita,1965,99.9527652325075,68.6259930194368,45.64855215165787
Uganda,UGA,Least Developed,gdp_per_capita,1966,101.435414620908,99.9527652325075,1.4833500453455222
Uganda,UGA,Least Developed,gdp_per_capita,1967,102.80034732844,101.435414620908,1.3456175169521611
Uganda,UGA,Least Developed,gdp_per_capita,1968,106.851228104531,102.80034732844,3.9405321882315456
Uganda,UGA,Least Developed,gdp_per_capita,1969,116.682296330854,106.851228104531,9.200706815185509
Uganda,UGA,Least Developed,gdp_per_capita,1970,122.030929585629,116.682296330854,4.583928687526755
Uganda,UGA,Least Developed,gdp_per_capita,1971,133.468088316131,122.030929585629,9.372344183018422
Uganda,UGA,Least Developed,gdp_per_capita,1972,136.964736487473,133.468088316131,2.6198383564615693
Uganda,UGA,Least Developed,gdp_per_capita,1973,152.709417587824,136.964736487473,11.495426855211758
Uganda,UGA,Least Developed,gdp_per_capita,1974,183.71757196626,152.709417587824,20.305332092962157
Uganda,UGA,Least Developed,gdp_per_capita,1975,201.237292844799,183.71757196626,9.536224919060272
Uganda,UGA,Least Developed,gdp_per_capita,1976,203.309813650809,201.237292844799,1.0298890313578222
Uganda,UGA,Least Developed,gdp_per_capita,1977,237.584889064205,203.309813650809,16.858544503053118
Uganda,UGA,Least Developed,gdp_per_capita,1978,190.690145097606,237.584889064205,-19.738100411733733
Uganda,UGA,Least Developed,gdp_per_capita,1979,164.513012181127,190.690145097606,-13.727575120927229
Uganda,UGA,Least Developed,gdp_per_capita,1980,93.7506991135184,164.513012181127,-43.0132012838596
Uganda,UGA,Least Developed,gdp_per_capita,1981,98.6467550654109,93.7506991135184,5.222420737326021
Uganda,UGA,Least Developed,gdp_per_capita,1982,156.952422909331,98.6467550654109,59.105510166308726
Uganda,UGA,Least Developed,gdp_per_capita,1983,157.527216922525,156.952422909331,0.366221815846741
Uganda,UGA,Least Developed,gdp_per_capita,1984,247.516937638636,157.527216922525,57.126458826711634
Uganda,UGA,Least Developed,gdp_per_capita,1985,234.276502777526,247.516937638636,-5.349304571810945
Uganda,UGA,Least Developed,gdp_per_capita,1986,253.643058810817,234.276502777526,8.266537959925884
Uganda,UGA,Least Developed,gdp_per_capita,1987,392.97074320479,253.643058810817,54.93061195807939
Uganda,UGA,Least Developed,gdp_per_capita,1988,395.187660960924,392.97074320479,0.564143207724427
Uganda,UGA,Least Developed,gdp_per_capita,1989,310.186025249445,395.187660960924,-21.509182625993972
Uganda,UGA,Least Developed,gdp_per_capita,1990,244.987168126806,310.186025249445,-21.019276116713332
Uganda,UGA,Least Developed,gdp_per_capita,1991,182.955897348348,244.987168126806,-25.320212177949852
Uganda,UGA,Least Developed,gdp_per_capita,1992,152.113542415537,182.955897348348,-16.8578085646986
Uganda,UGA,Least Developed,gdp_per_capita,1993,165.616476211716,152.113542415537,8.876878140995668
Uganda,UGA,Least Developed,gdp_per_capita,1994,198.441987998795,165.616476211716,19.82019696223732
Uganda,UGA,Least Developed,gdp_per_capita,1995,278.520835668767,198.441987998795,40.353782219949466
Uganda,UGA,Least Developed,gdp_per_capita,1996,284.698259285733,278.520835668767,2.2179394953103415
Uganda,UGA,Least Developed,gdp_per_capita,1997,286.846637912964,284.698259285733,0.7546160038424486
Uganda,UGA,Least Developed,gdp_per_capita,1998,292.453037058835,286.846637912964,1.9544935881633303
Uganda,UGA,Least Developed,gdp_per_capita,1999,257.921949601357,292.453037058835,-11.807395746254832
Uganda,UGA,Least Developed,gdp_per_capita,2000,258.050338731086,257.921949601357,0.049778287550720134
Uganda,UGA,Least Developed,gdp_per_capita,2001,236.021188853993,258.050338731086,-8.536764565168644
Uganda,UGA,Least Developed,gdp_per_capita,2002,241.984688408335,236.021188853993,2.526679737229486
Uganda,UGA,Least Developed,gdp_per_capita,2003,250.71543664681,241.984688408335,3.6079754863424975
Uganda,UGA,Least Developed,gdp_per_capita,2004,292.38185796262,250.71543664681,16.619009133652472
Uganda,UGA,Least Developed,gdp_per_capita,2005,330.405402707025,292.38185796262,13.004755154564403
Uganda,UGA,Least Developed,gdp_per_capita,2006,346.518255310647,330.405402707025,4.87669162538165
Uganda,UGA,Least Developed,gdp_per_capita,2007,401.389130865581,346.518255310647,15.834916260253967
Uganda,UGA,Least Developed,gdp_per_capita,2008,472.842681495852,401.389130865581,17.801565895963346
Uganda,UGA,Least Developed,gdp_per_capita,2009,798.947089938247,472.842681495852,68.96678772964276
Uganda,UGA,Least Developed,gdp_per_capita,2010,823.488144282,798.947089938247,3.071674539255139
Uganda,UGA,Least Developed,gdp_per_capita,2011,835.620060555838,823.488144282,1.4732350863916583
Uganda,UGA,Least Developed,gdp_per_capita,2012,795.222867553127,835.620060555838,-4.834397223044116
Uganda,UGA,Least Developed,gdp_per_capita,2013,818.285427416713,795.222867553127,2.900137911595611
Uganda,UGA,Least Developed,gdp_per_capita,2014,896.054795546394,818.285427416713,9.503941476166213
Uganda,UGA,Least Developed,gdp_per_capita,2015,862.934610355811,896.054795546394,-3.69622319474191
Uganda,UGA,Least Developed,gdp_per_capita,2016,752.696571725656,862.934610355811,-12.774784706421832
Uganda,UGA,Least Developed,gdp_per_capita,2017,765.218332297361,752.696571725656,1.6635867681710388
Uganda,UGA,Least Developed,gdp_per_capita,2018,792.16570022814,765.218332297361,3.5215267059633613
Uganda,UGA,Least Developed,gdp_per_capita,2019,822.171150036357,792.16570022814,3.7877744264331903
Uganda,UGA,Least Developed,gdp_per_capita,2020,845.766463890124,822.171150036357,2.8698785955605035
Uganda,UGA,Least Developed,gdp_per_capita,2021,882.791717542504,845.766463890124,4.3777159810855375
Uganda,UGA,Least Developed,gdp_per_capita,2022,963.067314117178,882.791717542504,9.093378990702742
Uganda,UGA,Least Developed,gdp_per_capita,2023,1002.30913917142,963.067314117178,4.074671051442982
Uganda,UGA,Least Developed,gdp_per_capita,2024,1077.91278438613,1002.30913917142,7.542946807529785
Uganda,UGA,Least Developed,gdp_per_capita,2025,1206.30450825002,1077.91278438613,11.911142137256405
Uganda,UGA,Least Developed,population,1960,7640973.0,,
Uganda,UGA,Least Developed,population,1961,7862217.0,7640973.0,2.8954951156089677
Uganda,UGA,Least Developed,population,1962,8092231.0,7862217.0,2.925561581421627
Uganda,UGA,Least Developed,population,1963,8333663.0,8092231.0,2.9835035603902065
Uganda,UGA,Least Developed,population,1964,8586363.0,8333663.0,3.032280043001499
Uganda,UGA,Least Developed,population,1965,8849203.0,8586363.0,3.0611331014074294
Uganda,UGA,Least Developed,population,1966,9122864.0,8849203.0,3.092493188369619
Uganda,UGA,Least Developed,population,1967,9408924.0,9122864.0,3.135638106629673
Uganda,UGA,Least Developed,population,1968,9708632.0,9408924.0,3.1853589209563173
Uganda,UGA,Least Developed,population,1969,10014858.0,9708632.0,3.1541621929845527
Uganda,UGA,Least Developed,population,1970,10321603.0,10014858.0,3.0628991444511744
Uganda,UGA,Least Developed,population,1971,10618206.0,10321603.0,2.873613720659475
Uganda,UGA,Least Developed,population,1972,10885796.0,10618206.0,2.5201055620883603
Uganda,UGA,Least Developed,population,1973,11144236.0,10885796.0,2.3741029135581817
Uganda,UGA,Least Developed,population,1974,11424846.0,11144236.0,2.5179832875039616
Uganda,UGA,Least Developed,population,1975,11725240.0,11424846.0,2.629304587562931
Uganda,UGA,Least Developed,population,1976,12037294.0,11725240.0,2.661386888456015
Uganda,UGA,Least Developed,population,1977,12359669.0,12037294.0,2.6781351356874725
Uganda,UGA,Least Developed,population,1978,12692113.0,12359669.0,2.689748406692768
Uganda,UGA,Least Developed,population,1979,13002163.0,12692113.0,2.4428556537433916
Uganda,UGA,Least Developed,population,1980,13275741.0,13002163.0,2.1040960646317077
Uganda,UGA,Least Developed,population,1981,13556452.0,13275741.0,2.11446577633595
Uganda,UGA,Least Developed,population,1982,13873631.0,13556452.0,2.3396903555591093
Uganda,UGA,Least Developed,population,1983,14221881.0,13873631.0,2.5101575787910173
Uganda,UGA,Least Developed,population,1984,14607677.0,14221881.0,2.712693208444087
Uganda,UGA,Least Developed,population,1985,15023681.0,14607677.0,2.8478450064305227
Uganda,UGA,Least Developed,population,1986,15467579.0,15023681.0,2.954655387051948
Uganda,UGA,Least Developed,population,1987,15954170.0,15467579.0,3.1458769339403405
Uganda,UGA,Least Developed,population,1988,16470483.0,15954170.0,3.2362260148914044
Uganda,UGA,Least Developed,population,1989,17010698.0,16470483.0,3.2798977419180724
Uganda,UGA,Least Developed,population,1990,17569897.0,17010698.0,3.2873371804025915
Uganda,UGA,Least Developed,population,1991,18155901.0,17569897.0,3.3352728248776873
Uganda,UGA,Least Developed,population,1992,18785032.0,18155901.0,3.465159894846309
Uganda,UGA,Least Developed,population,1993,19445161.0,18785032.0,3.514122307590426
Uganda,UGA,Least Developed,population,1994,20108801.0,19445161.0,3.412879944784206
Uganda,UGA,Least Developed,population,1995,20665667.0,20108801.0,2.7692650596124553
Uganda,UGA,Least Developed,population,1996,21231550.0,20665667.0,2.738276001447231
Uganda,UGA,Least Developed,population,1997,21856046.0,21231550.0,2.941358497142225
Uganda,UGA,Least Developed,population,1998,22515806.0,21856046.0,3.0186612894207854
Uganda,UGA,Least Developed,population,1999,23257281.0,22515806.0,3.2931310564676206
Uganda,UGA,Least Developed,population,2000,24000150.0,23257281.0,3.1941352043689033
Uganda,UGA,Least Developed,population,2001,24745676.0,24000150.0,3.106338918715091
Uganda,UGA,Least Developed,population,2002,25532870.0,24745676.0,3.181137585410881
Uganda,UGA,Least Developed,population,2003,26352124.0,25532870.0,3.208624804027123
Uganda,UGA,Least Developed,population,2004,27154515.0,26352124.0,3.044881695304712
Uganda,UGA,Least Developed,population,2005,27963289.0,27154515.0,2.9784144552020173
Uganda,UGA,Least Developed,population,2006,28794003.0,27963289.0,2.9707306604741666
Uganda,UGA,Least Developed,population,2007,29653430.0,28794003.0,2.984743038333364
Uganda,UGA,Least Developed,population,2008,30539553.0,29653430.0,2.9882647639750277
Uganda,UGA,Least Developed,population,2009,31451151.0,30539553.0,2.9849749274326314
Uganda,UGA,Least Developed,population,2010,32390802.0,31451151.0,2.9876521848119326
Uganda,UGA,Least Developed,population,2011,33354543.0,32390802.0,2.9753539291802653
Uganda,UGA,Least Developed,population,2012,34337438.0,33354543.0,2.9468099742814644
Uganda,UGA,Least Developed,population,2013,35337042.0,34337438.0,2.9111199268856343
Uganda,UGA,Least Developed,population,2014,36395539.0,35337042.0,2.9954318191092506
Uganda,UGA,Least Developed,population,2015,37531446.0,36395539.0,3.121006121107315
Uganda,UGA,Least Developed,population,2016,38799152.0,37531446.0,3.37771691503706
Uganda,UGA,Least Developed,population,2017,40177388.0,38799152.0,3.552232275592002
Uganda,UGA,Least Developed,population,2018,41565831.0,40177388.0,3.455782142930745
Uganda,UGA,Least Developed,population,2019,42999637.0,41565831.0,3.449482340434863
Uganda,UGA,Least Developed,population,2020,44457152.0,42999637.0,3.3895983819584337
Uganda,UGA,Least Developed,population,2021,45910930.0,44457152.0,3.270065522865702
Uganda,UGA,Least Developed,population,2022,47312719.0,45910930.0,3.0532794696164944
Uganda,UGA,Least Developed,population,2023,48656601.0,47312719.0,2.840424368762235
Uganda,UGA,Least Developed,population,2024,50015092.0,48656601.0,2.791997328378939
Uganda,UGA,Least Developed,population,2025,51384894.0,50015092.0,2.738777327451482
Uganda,UGA,Least Developed,unemployment,1960,,,
Uganda,UGA,Least Developed,unemployment,1961,,,
Uganda,UGA,Least Developed,unemployment,1962,,,
Uganda,UGA,Least Developed,unemployment,1963,,,
Uganda,UGA,Least Developed,unemployment,1964,,,
Uganda,UGA,Least Developed,unemployment,1965,,,
Uganda,UGA,Least Developed,unemployment,1966,,,
Uganda,UGA,Least Developed,unemployment,1967,,,
Uganda,UGA,Least Developed,unemployment,1968,,,
Uganda,UGA,Least Developed,unemployment,1969,,,
Uganda,UGA,Least Developed,unemployment,1970,,,
Uganda,UGA,Least Developed,unemployment,1971,,,
Uganda,UGA,Least Developed,unemployment,1972,,,
Uganda,UGA,Least Developed,unemployment,1973,,,
Uganda,UGA,Least Developed,unemployment,1974,,,
Uganda,UGA,Least Developed,unemployment,1975,,,
Uganda,UGA,Least Developed,unemployment,1976,,,
Uganda,UGA,Least Developed,unemployment,1977,,,
Uganda,UGA,Least Developed,unemployment,1978,,,
Uganda,UGA,Least Developed,unemployment,1979,,,
Uganda,UGA,Least Developed,unemployment,1980,,,
Uganda,UGA,Least Developed,unemployment,1981,,,
Uganda,UGA,Least Developed,unemployment,1982,,,
Uganda,UGA,Least Developed,unemployment,1983,,,
Uganda,UGA,Least Developed,unemployment,1984,,,
Uganda,UGA,Least Developed,unemployment,1985,,,
Uganda,UGA,Least Developed,unemployment,1986,,,
Uganda,UGA,Least Developed,unemployment,1987,,,
Uganda,UGA,Least Developed,unemployment,1988,,,
Uganda,UGA,Least Developed,unemployment,1989,,,
Uganda,UGA,Least Developed,unemployment,1990,,,
Uganda,UGA,Least Developed,unemployment,1991,3.448,,
Uganda,UGA,Least Developed,unemployment,1992,3.553,3.448,3.0452436194895585
Uganda,UGA,Least Developed,unemployment,1993,3.487,3.553,-1.857585139318881
Uganda,UGA,Least Developed,unemployment,1994,3.458,3.487,-0.8316604531115548
Uganda,UGA,Least Developed,unemployment,1995,3.193,3.458,-7.663389242336614
Uganda,UGA,Least Developed,unemployment,1996,3.169,3.193,-0.7516442217350461
Uganda,UGA,Least Developed,unemployment,1997,3.209,3.169,1.2622278321236995
Uganda,UGA,Least Developed,unemployment,1998,3.424,3.209,6.6999065129323725
Uganda,UGA,Least Developed,unemployment,1999,3.46,3.424,1.0514018691588796
Uganda,UGA,Least Developed,unemployment,2000,3.531,3.46,2.0520231213872884
Uganda,UGA,Least Developed,unemployment,2001,3.522,3.531,-0.2548853016142832
Uganda,UGA,Least Developed,unemployment,2002,3.5,3.522,-0.6246450880181659
Uganda,UGA,Least Developed,unemployment,2003,3.6,3.5,2.85714285714286
Uganda,UGA,Least Developed,unemployment,2004,2.699,3.6,-25.027777777777782
Uganda,UGA,Least Developed,unemployment,2005,1.9,2.699,-29.60355687291589
Uganda,UGA,Least Developed,unemployment,2006,2.264,1.9,19.1578947368421
Uganda,UGA,Least Developed,unemployment,2007,2.667,2.264,17.80035335689046
Uganda,UGA,Least Developed,unemployment,2008,3.035,2.667,13.798275215598062
Uganda,UGA,Least Developed,unemployment,2009,3.6,3.035,18.6161449752883
Uganda,UGA,Least Developed,unemployment,2010,3.623,3.6,0.6388888888888925
Uganda,UGA,Least Developed,unemployment,2011,3.523,3.623,-2.7601435274634305
Uganda,UGA,Least Developed,unemployment,2012,3.551,3.523,0.7947771785410168
Uganda,UGA,Least Developed,unemployment,2013,1.91,3.551,-46.21233455364687
Uganda,UGA,Least Developed,unemployment,2014,2.357,1.91,23.40314136125656
