country,country_code,development_group,indicator,year,value
India,IND,Developing,population,1976,625861883.0
India,IND,Developing,population,1975,611309535.0
India,IND,Developing,population,1974,597041391.0
India,IND,Developing,population,1973,583465598.0
India,IND,Developing,population,1972,570482142.0
India,IND,Developing,population,1971,558096387.0
India,IND,Developing,population,1970,545864268.0
India,IND,Developing,population,1969,533880544.0
India,IND,Developing,population,1968,522716889.0
India,IND,Developing,population,1967,511606372.0
India,IND,Developing,population,1966,500740247.0
India,IND,Developing,population,1965,490140146.0
India,IND,Developing,population,1964,479229598.0
India,IND,Developing,population,1963,468138575.0
India,IND,Developing,population,1962,457283090.0
India,IND,Developing,population,1961,446564729.0
India,IND,Developing,population,1960,435990338.0
India,IND,Developing,unemployment,2025,4.219
India,IND,Developing,unemployment,2024,4.173
India,IND,Developing,unemployment,2023,4.172
India,IND,Developing,unemployment,2022,4.822
India,IND,Developing,unemployment,2021,6.38
India,IND,Developing,unemployment,2020,7.859
India,IND,Developing,unemployment,2019,6.51
India,IND,Developing,unemployment,2018,7.652
India,IND,Developing,unemployment,2017,7.626
India,IND,Developing,unemployment,2016,7.611
India,IND,Developing,unemployment,2015,7.629
India,IND,Developing,unemployment,2014,7.656
India,IND,Developing,unemployment,2013,7.678
India,IND,Developing,unemployment,2012,7.645
India,IND,Developing,unemployment,2011,7.609
India,IND,Developing,unemployment,2010,7.631
India,IND,Developing,unemployment,2009,7.636
India,IND,Developing,unemployment,2008,7.629
India,IND,Developing,unemployment,2007,7.562
India,IND,Developing,unemployment,2006,7.553
India,IND,Developing,unemployment,2005,7.551
India,IND,Developing,unemployment,2004,7.598
India,IND,Developing,unemployment,2003,7.633
India,IND,Developing,unemployment,2002,7.681
India,IND,Developing,unemployment,2001,7.611
India,IND,Developing,unemployment,2000,7.589
India,IND,Developing,unemployment,1999,7.583
India,IND,Developing,unemployment,1998,7.596
India,IND,Developing,unemployment,1997,7.574
India,IND,Developing,unemployment,1996,7.537
India,IND,Developing,unemployment,1995,7.57
India,IND,Developing,unemployment,1994,7.593
India,IND,Developing,unemployment,1993,7.662
India,IND,Developing,unemployment,1992,7.649
India,IND,Developing,unemployment,1991,7.641
India,IND,Developing,unemployment,1990,
India,IND,Developing,unemployment,1989,
India,IND,Developing,unemployment,1988,
India,IND,Developing,unemployment,1987,
India,IND,Developing,unemployment,1986,
India,IND,Developing,unemployment,1985,
India,IND,Developing,unemployment,1984,
India,IND,Developing,unemployment,1983,
India,IND,Developing,unemployment,1982,
India,IND,Developing,unemployment,1981,
India,IND,Developing,unemployment,1980,
India,IND,Developing,unemployment,1979,
India,IND,Developing,unemployment,1978,
India,IND,Developing,unemployment,1977,
India,IND,Developing,unemployment,1976,
India,IND,Developing,unemployment,1975,
India,IND,Developing,unemployment,1974,
India,IND,Developing,unemployment,1973,
India,IND,Developing,unemployment,1972,
India,IND,Developing,unemployment,1971,
India,IND,Developing,unemployment,1970,
India,IND,Developing,unemployment,1969,
India,IND,Developing,unemployment,1968,
India,IND,Developing,unemployment,1967,
India,IND,Developing,unemployment,1966,
India,IND,Developing,unemployment,1965,
India,IND,Developing,unemployment,1964,
India,IND,Developing,unemployment,1963,
India,IND,Developing,unemployment,1962,
India,IND,Developing,unemployment,1961,
India,IND,Developing,unemployment,1960,
Japan,JPN,Developed,gdp,2025,4435162999976.94
Japan,JPN,Developed,gdp,2024,4190008188358.57
Japan,JPN,Developed,gdp,2023,4384854269961.93
Japan,JPN,Developed,gdp,2022,4447976207314.78
Japan,JPN,Developed,gdp,2021,5225933520753.1
Japan,JPN,Developed,gdp,2020,5189197543645.38
Japan,JPN,Developed,gdp,2019,5245755000479.03
Japan,JPN,Developed,gdp,2018,5154293721629.56
Japan,JPN,Developed,gdp,2017,5038231631660.71
Japan,JPN,Developed,gdp,2016,5110357383254.44
Japan,JPN,Developed,gdp,2015,4534438580494.94
Japan,JPN,Developed,gdp,2014,4985763289560.81
Japan,JPN,Developed,gdp,2013,5272297037396.96
Japan,JPN,Developed,gdp,2012,6333803928787.76
Japan,JPN,Developed,gdp,2011,6279422550218.7
Japan,JPN,Developed,gdp,2010,5811578109447.07
Japan,JPN,Developed,gdp,2009,5336765697589.29
Japan,JPN,Developed,gdp,2008,5160197175876.43
Japan,JPN,Developed,gdp,2007,4624670179654.96
Japan,JPN,Developed,gdp,2006,4648058930707.24
Japan,JPN,Developed,gdp,2005,4875648486366.14
Japan,JPN,Developed,gdp,2004,4941485123806.53
Japan,JPN,Developed,gdp,2003,4573413206709.02
Japan,JPN,Developed,gdp,2002,4245946980572.3
Japan,JPN,Developed,gdp,2001,4438792748062.4
Japan,JPN,Developed,gdp,2000,5042381838343.44
Japan,JPN,Developed,gdp,1999,4688983449627.24
Japan,JPN,Developed,gdp,1998,4150359076370.48
Japan,JPN,Developed,gdp,1997,4579780793431.57
Japan,JPN,Developed,gdp,1996,5021441618840.38
Japan,JPN,Developed,gdp,1995,5639649753985.77
Japan,JPN,Developed,gdp,1994,5104063486348.4
Japan,JPN,Developed,gdp,1993,4632480515091.13
Japan,JPN,Developed,gdp,1992,4064529567505.43
Japan,JPN,Developed,gdp,1991,3724887648862.31
Japan,JPN,Developed,gdp,1990,3252994239867.4
Japan,JPN,Developed,gdp,1989,3174934735895.64
Japan,JPN,Developed,gdp,1988,3191546727316.14
Japan,JPN,Developed,gdp,1987,2635094473494.08
Japan,JPN,Developed,gdp,1986,2164729071349.48
Japan,JPN,Developed,gdp,1985,1457070301468.38
Japan,JPN,Developed,gdp,1984,1374165212365.14
Japan,JPN,Developed,gdp,1983,1297622008229.49
Japan,JPN,Developed,gdp,1982,1183132285328.17
Japan,JPN,Developed,gdp,1981,1271443597066.78
Japan,JPN,Developed,gdp,1980,1153159955513.08
Japan,JPN,Developed,gdp,1979,1100608979757.23
Japan,JPN,Developed,gdp,1978,1057419758047.0
Japan,JPN,Developed,gdp,1977,752590681821.906
Japan,JPN,Developed,gdp,1976,611495350303.909
Japan,JPN,Developed,gdp,1975,544082569363.602
Japan,JPN,Developed,gdp,1974,500355087138.052
Japan,JPN,Developed,gdp,1973,450756970744.018
Japan,JPN,Developed,gdp,1972,331776379991.589
Japan,JPN,Developed,gdp,1971,250530994765.279
Japan,JPN,Developed,gdp,1970,221798003144.444
Japan,JPN,Developed,gdp,1969,188179852752.982
Japan,JPN,Developed,gdp,1968,160201483788.149
Japan,JPN,Developed,gdp,1967,135265319098.216
Japan,JPN,Developed,gdp,1966,115427351851.278
Japan,JPN,Developed,gdp,1965,99387878007.5325
Japan,JPN,Developed,gdp,1964,89332989729.3394
Japan,JPN,Developed,gdp,1963,75945582324.0881
Japan,JPN,Developed,gdp,1962,66356388224.3747
Japan,JPN,Developed,gdp,1961,58472696006.0531
Japan,JPN,Developed,gdp,1960,48417804544.9319
Japan,JPN,Developed,gdp_per_capita,2025,35951.0449549304
Japan,JPN,Developed,gdp_per_capita,2024,33797.1014287876
Japan,JPN,Developed,gdp_per_capita,2023,35215.003535366
Japan,JPN,Developed,gdp_per_capita,2022,35548.2645222433
Japan,JPN,Developed,gdp_per_capita,2021,41580.739040705
Japan,JPN,Developed,gdp_per_capita,2020,41098.9739004553
Japan,JPN,Developed,gdp_per_capita,2019,41424.8655601543
Japan,JPN,Developed,gdp_per_capita,2018,40645.478086519
Japan,JPN,Developed,gdp_per_capita,2017,39679.8635262948
Japan,JPN,Developed,gdp_per_capita,2016,40214.9688631562
Japan,JPN,Developed,gdp_per_capita,2015,35664.6446110613
Japan,JPN,Developed,gdp_per_capita,2014,39172.8471161948
Japan,JPN,Developed,gdp_per_capita,2013,41369.1948479498
Japan,JPN,Developed,gdp_per_capita,2012,49626.6830327571
Japan,JPN,Developed,gdp_per_capita,2011,49122.077634247
Japan,JPN,Developed,gdp_per_capita,2010,45378.1378109399
Japan,JPN,Developed,gdp_per_capita,2009,41678.1783063195
Japan,JPN,Developed,gdp_per_capita,2008,40294.2081309702
Japan,JPN,Developed,gdp_per_capita,2007,36129.9535132925
Japan,JPN,Developed,gdp_per_capita,2006,36354.4271646349
Japan,JPN,Developed,gdp_per_capita,2005,38158.6758263963
Japan,JPN,Developed,gdp_per_capita,2004,38677.5708064787
Japan,JPN,Developed,gdp_per_capita,2003,35808.6816792388
Japan,JPN,Developed,gdp_per_capita,2002,33315.9165174962
Japan,JPN,Developed,gdp_per_capita,2001,34910.166403687
Japan,JPN,Developed,gdp_per_capita,2000,39752.937397755
Japan,JPN,Developed,gdp_per_capita,1999,37028.7168989208
Japan,JPN,Developed,gdp_per_capita,1998,32835.1192750829
Japan,JPN,Developed,gdp_per_capita,1997,36331.0311480645
Japan,JPN,Developed,gdp_per_capita,1996,39929.7185750327
Japan,JPN,Developed,gdp_per_capita,1995,44947.4763611465
Japan,JPN,Developed,gdp_per_capita,1994,40774.4450809919
Japan,JPN,Developed,gdp_per_capita,1993,37110.6114371751
Japan,JPN,Developed,gdp_per_capita,1992,32666.5024513195
Japan,JPN,Developed,gdp_per_capita,1991,30048.1401766828
Japan,JPN,Developed,gdp_per_capita,1990,26344.7273187725
Japan,JPN,Developed,gdp_per_capita,1989,25798.0054757546
Japan,JPN,Developed,gdp_per_capita,1988,26036.864097278
Japan,JPN,Developed,gdp_per_capita,1987,21586.9260294922
Japan,JPN,Developed,gdp_per_capita,1986,17819.3400779496
Japan,JPN,Developed,gdp_per_capita,1985,12058.1469373485
Japan,JPN,Developed,gdp_per_capita,1984,11443.4617086944
Japan,JPN,Developed,gdp_per_capita,1983,10876.3275267125
Japan,JPN,Developed,gdp_per_capita,1982,9985.92408278337
Japan,JPN,Developed,gdp_per_capita,1981,10805.9900652449
Japan,JPN,Developed,gdp_per_capita,1980,9872.35315959728
Japan,JPN,Developed,gdp_per_capita,1979,9497.01423554433
Japan,JPN,Developed,gdp_per_capita,1978,9201.91586719521
Japan,JPN,Developed,gdp_per_capita,1977,6609.09338399173
Japan,JPN,Developed,gdp_per_capita,1976,5422.25981204974
Japan,JPN,Developed,gdp_per_capita,1975,4876.47163169944
Japan,JPN,Developed,gdp_per_capita,1974,4541.99349265674
Japan,JPN,Developed,gdp_per_capita,1973,4146.53123298424
Japan,JPN,Developed,gdp_per_capita,1972,3095.27540388466
Japan,JPN,Developed,gdp_per_capita,1971,2370.27536037237
Japan,JPN,Developed,gdp_per_capita,1970,2144.98615266911
Japan,JPN,Developed,gdp_per_capita,1969,1840.94789376713
Japan,JPN,Developed,gdp_per_capita,1968,1585.98057427556
Japan,JPN,Developed,gdp_per_capita,1967,1354.29188416199
Japan,JPN,Developed,gdp_per_capita,1966,1167.69027982801
Japan,JPN,Developed,gdp_per_capita,1965,1014.65899631996
Japan,JPN,Developed,gdp_per_capita,1964,921.88053754104
Japan,JPN,Developed,gdp_per_capita,1963,791.924737477456
Japan,JPN,Developed,gdp_per_capita,1962,698.981262831415
Japan,JPN,Developed,gdp_per_capita,1961,621.68620494448
Japan,JPN,Developed,gdp_per_capita,1960,519.415170624485
Japan,JPN,Developed,population,2025,123366734.0
Japan,JPN,Developed,population,2024,123975371.0
Japan,JPN,Developed,population,2023,124516650.0
Japan,JPN,Developed,population,2022,125124989.0
Japan,JPN,Developed,population,2021,125681593.0
Japan,JPN,Developed,population,2020,126261000.0
Japan,JPN,Developed,population,2019,126633000.0
Japan,JPN,Developed,population,2018,126811000.0
Japan,JPN,Developed,population,2017,126972000.0
Japan,JPN,Developed,population,2016,127076000.0
Japan,JPN,Developed,population,2015,127141000.0
Japan,JPN,Developed,population,2014,127276000.0
Japan,JPN,Developed,population,2013,127445000.0
Japan,JPN,Developed,population,2012,127629000.0
Japan,JPN,Developed,population,2011,127833000.0
Japan,JPN,Developed,population,2010,128070000.0
Japan,JPN,Developed,population,2009,128047000.0
Japan,JPN,Developed,population,2008,128063000.0
Japan,JPN,Developed,population,2007,128001000.0
Japan,JPN,Developed,population,2006,127854000.0
Japan,JPN,Developed,population,2005,127773000.0
Japan,JPN,Developed,population,2004,127761000.0
Japan,JPN,Developed,population,2003,127718000.0
Japan,JPN,Developed,population,2002,127445000.0
Japan,JPN,Developed,population,2001,127149000.0
Japan,JPN,Developed,population,2000,126843000.0
Japan,JPN,Developed,population,1999,126631000.0
Japan,JPN,Developed,population,1998,126400000.0
Japan,JPN,Developed,population,1997,126057000.0
Japan,JPN,Developed,population,1996,125757000.0
Japan,JPN,Developed,population,1995,125472000.0
Japan,JPN,Developed,population,1994,125178000.0
Japan,JPN,Developed,population,1993,124829000.0
Japan,JPN,Developed,population,1992,124425000.0
Japan,JPN,Developed,population,1991,123964000.0
Japan,JPN,Developed,population,1990,123478000.0
Japan,JPN,Developed,population,1989,123069000.0
Japan,JPN,Developed,population,1988,122578000.0
Japan,JPN,Developed,population,1987,122069000.0
Japan,JPN,Developed,population,1986,121482000.0
Japan,JPN,Developed,population,1985,120837000.0
Japan,JPN,Developed,population,1984,120083000.0
Japan,JPN,Developed,population,1983,119307000.0
Japan,JPN,Developed,population,1982,118480000.0
Japan,JPN,Developed,population,1981,117661000.0
Japan,JPN,Developed,population,1980,116807000.0
Japan,JPN,Developed,population,1979,115890000.0
Japan,JPN,Developed,population,1978,114913000.0
Japan,JPN,Developed,population,1977,113872000.0
Japan,JPN,Developed,population,1976,112775000.0
Japan,JPN,Developed,population,1975,111573000.0
Japan,JPN,Developed,population,1974,110162000.0
Japan,JPN,Developed,population,1973,108707000.0
Japan,JPN,Developed,population,1972,107188000.0
Japan,JPN,Developed,population,1971,105697000.0
Japan,JPN,Developed,population,1970,103403000.0
Japan,JPN,Developed,population,1969,102219000.0
Japan,JPN,Developed,population,1968,101011000.0
Japan,JPN,Developed,population,1967,99879000.0
Japan,JPN,Developed,population,1966,98851000.0
Japan,JPN,Developed,population,1965,97952000.0
Japan,JPN,Developed,population,1964,96903000.0
Japan,JPN,Developed,population,1963,95900000.0
Japan,JPN,Developed,population,1962,94933000.0
Japan,JPN,Developed,population,1961,94055000.0
Japan,JPN,Developed,population,1960,93216000.0
Japan,JPN,Developed,unemployment,2025,2.451
Japan,JPN,Developed,unemployment,2024,2.5
Japan,JPN,Developed,unemployment,2023,2.6
Japan,JPN,Developed,unemployment,2022,2.614
Japan,JPN,Developed,unemployment,2021,2.808
Japan,JPN,Developed,unemployment,2020,2.809
Japan,JPN,Developed,unemployment,2019,2.351
Japan,JPN,Developed,unemployment,2018,2.467
Japan,JPN,Developed,unemployment,2017,2.822
Japan,JPN,Developed,unemployment,2016,3.132
Japan,JPN,Developed,unemployment,2015,3.385
Japan,JPN,Developed,unemployment,2014,3.589
Japan,JPN,Developed,unemployment,2013,4.038
Japan,JPN,Developed,unemployment,2012,4.358
Japan,JPN,Developed,unemployment,2011,4.55
Japan,JPN,Developed,unemployment,2010,5.102
Japan,JPN,Developed,unemployment,2009,5.068
Japan,JPN,Developed,unemployment,2008,4.002
Japan,JPN,Developed,unemployment,2007,3.888
Japan,JPN,Developed,unemployment,2006,4.192
Japan,JPN,Developed,unemployment,2005,4.446
Japan,JPN,Developed,unemployment,2004,4.734
Japan,JPN,Developed,unemployment,2003,5.251
Japan,JPN,Developed,unemployment,2002,5.386
Japan,JPN,Developed,unemployment,2001,5.02
Japan,JPN,Developed,unemployment,2000,4.748
Japan,JPN,Developed,unemployment,1999,4.677
Japan,JPN,Developed,unemployment,1998,4.078
Japan,JPN,Developed,unemployment,1997,3.374
Japan,JPN,Developed,unemployment,1996,3.383
Japan,JPN,Developed,unemployment,1995,3.15
Japan,JPN,Developed,unemployment,1994,2.89
Japan,JPN,Developed,unemployment,1993,2.539
Japan,JPN,Developed,unemployment,1992,2.158
Japan,JPN,Developed,unemployment,1991,2.059
Japan,JPN,Developed,unemployment,1990,
Japan,JPN,Developed,unemployment,1989,
Japan,JPN,Developed,unemployment,1988,
Japan,JPN,Developed,unemployment,1987,
Japan,JPN,Developed,unemployment,1986,
Japan,JPN,Developed,unemployment,1985,
Japan,JPN,Developed,unemployment,1984,
Japan,JPN,Developed,unemployment,1983,
Japan,JPN,Developed,unemployment,1982,
Japan,JPN,Developed,unemployment,1981,
Japan,JPN,Developed,unemployment,1980,
Japan,JPN,Developed,unemployment,1979,
Japan,JPN,Developed,unemployment,1978,
Japan,JPN,Developed,unemployment,1977,
Japan,JPN,Developed,unemployment,1976,
Japan,JPN,Developed,unemployment,1975,
Japan,JPN,Developed,unemployment,1974,
Japan,JPN,Developed,unemployment,1973,
Japan,JPN,Developed,unemployment,1972,
Japan,JPN,Developed,unemployment,1971,
Japan,JPN,Developed,unemployment,1970,
Japan,JPN,Developed,unemployment,1969,
Japan,JPN,Developed,unemployment,1968,
Japan,JPN,Developed,unemployment,1967,
Japan,JPN,Developed,unemployment,1966,
Japan,JPN,Developed,unemployment,1965,
Japan,JPN,Developed,unemployment,1964,
Japan,JPN,Developed,unemployment,1963,
Japan,JPN,Developed,unemployment,1962,
Japan,JPN,Developed,unemployment,1961,
Japan,JPN,Developed,unemployment,1960,
Malawi,MWI,Least Developed,gdp,2025,14918276698.303
Malawi,MWI,Least Developed,gdp,2024,11311971400.3864
Malawi,MWI,Least Developed,gdp,2023,13363669672.9405
Malawi,MWI,Least Developed,gdp,2022,12429059928.102
Malawi,MWI,Least Developed,gdp,2021,12378119199.0839
Malawi,MWI,Least Developed,gdp,2020,11769313597.8545
Malawi,MWI,Least Developed,gdp,2019,11051852712.6142
Malawi,MWI,Least Developed,gdp,2018,9879220354.29186
Malawi,MWI,Least Developed,gdp,2017,8943543793.5839
Malawi,MWI,Least Developed,gdp,2016,7909868618.46366
Malawi,MWI,Least Developed,gdp,2015,9219474379.31534
Malawi,MWI,Least Developed,gdp,2014,8801326169.14547
Malawi,MWI,Least Developed,gdp,2013,8031571927.62055
Malawi,MWI,Least Developed,gdp,2012,8773203178.16512
Malawi,MWI,Least Developed,gdp,2011,11648142958.3651
Malawi,MWI,Least Developed,gdp,2010,10128323010.6049
Malawi,MWI,Least Developed,gdp,2009,9009887946.82039
Malawi,MWI,Least Developed,gdp,2008,7743617352.21427
Malawi,MWI,Least Developed,gdp,2007,6451210219.11683
Malawi,MWI,Least Developed,gdp,2006,5818279739.14354
Malawi,MWI,Least Developed,gdp,2005,5320409651.47544
Malawi,MWI,Least Developed,gdp,2004,5058726350.48896
Malawi,MWI,Least Developed,gdp,2003,4669789300.35662
Malawi,MWI,Least Developed,gdp,2002,5087328437.8737
Malawi,MWI,Least Developed,gdp,2001,2498008664.6691
Malawi,MWI,Least Developed,gdp,2000,2537307580.32808
Malawi,MWI,Least Developed,gdp,1999,2584478924.06081
Malawi,MWI,Least Developed,gdp,1998,2547609590.06984
Malawi,MWI,Least Developed,gdp,1997,3875785863.38323
Malawi,MWI,Least Developed,gdp,1996,3319573749.6119
Malawi,MWI,Least Developed,gdp,1995,2033701497.97085
Malawi,MWI,Least Developed,gdp,1994,1719864761.30628
Malawi,MWI,Least Developed,gdp,1993,3013392657.99911
Malawi,MWI,Least Developed,gdp,1992,2618837835.02508
Malawi,MWI,Least Developed,gdp,1991,3206783830.41779
Malawi,MWI,Least Developed,gdp,1990,2737087861.62245
Malawi,MWI,Least Developed,gdp,1989,2314205129.58032
Malawi,MWI,Least Developed,gdp,1988,2008189508.37875
Malawi,MWI,Least Developed,gdp,1987,1721711808.48111
Malawi,MWI,Least Developed,gdp,1986,1722586299.409
Malawi,MWI,Least Developed,gdp,1985,1646442272.89094
Malawi,MWI,Least Developed,gdp,1984,1758028656.12928
Malawi,MWI,Least Developed,gdp,1983,1780148049.43635
Malawi,MWI,Least Developed,gdp,1982,1717379494.63245
Malawi,MWI,Least Developed,gdp,1981,1801193909.52073
Malawi,MWI,Least Developed,gdp,1980,1801156774.56852
Malawi,MWI,Least Developed,gdp,1979,
Malawi,MWI,Least Developed,gdp,1978,
Malawi,MWI,Least Developed,gdp,1977,
Malawi,MWI,Least Developed,gdp,1976,
Malawi,MWI,Least Developed,gdp,1975,
Malawi,MWI,Least Developed,gdp,1974,
Malawi,MWI,Least Developed,gdp,1973,
Malawi,MWI,Least Developed,gdp,1972,
Malawi,MWI,Least Developed,gdp,1971,
Malawi,MWI,Least Developed,gdp,1970,
Malawi,MWI,Least Developed,gdp,1969,
Malawi,MWI,Least Developed,gdp,1968,
Malawi,MWI,Least Developed,gdp,1967,
Malawi,MWI,Least Developed,gdp,1966,
Malawi,MWI,Least Developed,gdp,1965,
Malawi,MWI,Least Developed,gdp,1964,
Malawi,MWI,Least Developed,gdp,1963,
Malawi,MWI,Least Developed,gdp,1962,
Malawi,MWI,Least Developed,gdp,1961,
Malawi,MWI,Least Developed,gdp,1960,
Malawi,MWI,Least Developed,gdp_per_capita,2025,671.506847203876
Malawi,MWI,Least Developed,gdp_per_capita,2024,522.365366146003
Malawi,MWI,Least Developed,gdp_per_capita,2023,633.214767978695
Malawi,MWI,Least Developed,gdp_per_capita,2022,604.269740360317
Malawi,MWI,Least Developed,gdp_per_capita,2021,617.446994451007
Malawi,MWI,Least Developed,gdp_per_capita,2020,602.507478176106
Malawi,MWI,Least Developed,gdp_per_capita,2019,580.889139762475
Malawi,MWI,Least Developed,gdp_per_capita,2018,533.202567189331
Malawi,MWI,Least Developed,gdp_per_capita,2017,495.769683367165
Malawi,MWI,Least Developed,gdp_per_capita,2016,450.506105510719
Malawi,MWI,Least Developed,gdp_per_capita,2015,539.605363240686
Malawi,MWI,Least Developed,gdp_per_capita,2014,529.5133440206
Malawi,MWI,Least Developed,gdp_per_capita,2013,496.947368267313
Malawi,MWI,Least Developed,gdp_per_capita,2012,558.46208832772
Malawi,MWI,Least Developed,gdp_per_capita,2011,763.061000394572
Malawi,MWI,Least Developed,gdp_per_capita,2010,683.124694716799
Malawi,MWI,Least Developed,gdp_per_capita,2009,625.869729869625
Malawi,MWI,Least Developed,gdp_per_capita,2008,554.048820396119
Malawi,MWI,Least Developed,gdp_per_capita,2007,475.180261659331
Malawi,MWI,Least Developed,gdp_per_capita,2006,440.822149023873
Malawi,MWI,Least Developed,gdp_per_capita,2005,414.361121984475
Malawi,MWI,Least Developed,gdp_per_capita,2004,404.674248445428
Malawi,MWI,Least Developed,gdp_per_capita,2003,383.348596852642
Malawi,MWI,Least Developed,gdp_per_capita,2002,428.210439838398
Malawi,MWI,Least Developed,gdp_per_capita,2001,215.474524898357
Malawi,MWI,Least Developed,gdp_per_capita,2000,224.22415918428
Malawi,MWI,Least Developed,gdp_per_capita,1999,233.935986197873
Malawi,MWI,Least Developed,gdp_per_capita,1998,236.045479450504
Malawi,MWI,Least Developed,gdp_per_capita,1997,366.954461274104
Malawi,MWI,Least Developed,gdp_per_capita,1996,320.662735559137
Malawi,MWI,Least Developed,gdp_per_capita,1995,200.362370007247
Malawi,MWI,Least Developed,gdp_per_capita,1994,169.196526919639
Malawi,MWI,Least Developed,gdp_per_capita,1993,293.016883079922
Malawi,MWI,Least Developed,gdp_per_capita,1992,258.393430877557
Malawi,MWI,Least Developed,gdp_per_capita,1991,325.75273105931
Malawi,MWI,Least Developed,gdp_per_capita,1990,286.730598968269
Malawi,MWI,Least Developed,gdp_per_capita,1989,252.19590741943
Malawi,MWI,Least Developed,gdp_per_capita,1988,229.421843922728
Malawi,MWI,Least Developed,gdp_per_capita,1987,207.605894737179
Malawi,MWI,Least Developed,gdp_per_capita,1986,217.8701899466
Malawi,MWI,Least Developed,gdp_per_capita,1985,216.054136140391
Malawi,MWI,Least Developed,gdp_per_capita,1984,239.74828969103
Malawi,MWI,Least Developed,gdp_per_capita,1983,252.442074600122
Malawi,MWI,Least Developed,gdp_per_capita,1982,253.342697905133
Malawi,MWI,Least Developed,gdp_per_capita,1981,276.407062724717
Malawi,MWI,Least Developed,gdp_per_capita,1980,287.470822426729
Malawi,MWI,Least Developed,gdp_per_capita,1979,
Malawi,MWI,Least Developed,gdp_per_capita,1978,
Malawi,MWI,Least Developed,gdp_per_capita,1977,
Malawi,MWI,Least Developed,gdp_per_capita,1976,
Malawi,MWI,Least Developed,gdp_per_capita,1975,
Malawi,MWI,Least Developed,gdp_per_capita,1974,
Malawi,MWI,Least Developed,gdp_per_capita,1973,
Malawi,MWI,Least Developed,gdp_per_capita,1972,
Malawi,MWI,Least Developed,gdp_per_capita,1971,
Malawi,MWI,Least Developed,gdp_per_capita,1970,
Malawi,MWI,Least Developed,gdp_per_capita,1969,
Malawi,MWI,Least Developed,gdp_per_capita,1968,
Malawi,MWI,Least Developed,gdp_per_capita,1967,
Malawi,MWI,Least Developed,gdp_per_capita,1966,
Malawi,MWI,Least Developed,gdp_per_capita,1965,
Malawi,MWI,Least Developed,gdp_per_capita,1964,
Malawi,MWI,Least Developed,gdp_per_capita,1963,
Malawi,MWI,Least Developed,gdp_per_capita,1962,
Malawi,MWI,Least Developed,gdp_per_capita,1961,
Malawi,MWI,Least Developed,gdp_per_capita,1960,
Malawi,MWI,Least Developed,population,2025,22216120.0
Malawi,MWI,Least Developed,population,2024,21655286.0
Malawi,MWI,Least Developed,population,2023,21104482.0
Malawi,MWI,Least Developed,population,2022,20568728.0
Malawi,MWI,Least Developed,population,2021,20047258.0
Malawi,MWI,Least Developed,population,2020,19533888.0
Malawi,MWI,Least Developed,population,2019,19025752.0
Malawi,MWI,Least Developed,population,2018,18528081.0
Malawi,MWI,Least Developed,population,2017,18039715.0
Malawi,MWI,Least Developed,population,2016,17557739.0
Malawi,MWI,Least Developed,population,2015,17085587.0
Malawi,MWI,Least Developed,population,2014,16621538.0
Malawi,MWI,Least Developed,population,2013,16161816.0
Malawi,MWI,Least Developed,population,2012,15709577.0
Malawi,MWI,Least Developed,population,2011,15265022.0
Malawi,MWI,Least Developed,population,2010,14826463.0
Malawi,MWI,Least Developed,population,2009,14395788.0
Malawi,MWI,Least Developed,population,2008,13976417.0
Malawi,MWI,Least Developed,population,2007,13576343.0
Malawi,MWI,Least Developed,population,2006,13198701.0
Malawi,MWI,Least Developed,population,2005,12840031.0
Malawi,MWI,Least Developed,population,2004,12500737.0
Malawi,MWI,Least Developed,population,2003,12181574.0
Malawi,MWI,Least Developed,population,2002,11880440.0
Malawi,MWI,Least Developed,population,2001,11593058.0
Malawi,MWI,Least Developed,population,2000,11315942.0
Malawi,MWI,Least Developed,population,1999,11047804.0
Malawi,MWI,Least Developed,population,1998,10792876.0
Malawi,MWI,Least Developed,population,1997,10562035.0
Malawi,MWI,Least Developed,population,1996,10352228.0
Malawi,MWI,Least Developed,population,1995,10150117.0
Malawi,MWI,Least Developed,population,1994,10164894.0
Malawi,MWI,Least Developed,population,1993,10284024.0
Malawi,MWI,Least Developed,population,1992,10135079.0
Malawi,MWI,Least Developed,population,1991,9844227.0
Malawi,MWI,Least Developed,population,1990,9545852.0
Malawi,MWI,Least Developed,population,1989,9176220.0
Malawi,MWI,Least Developed,population,1988,8753262.0
Malawi,MWI,Least Developed,population,1987,8293174.0
Malawi,MWI,Least Developed,population,1986,7906480.0
Malawi,MWI,Least Developed,population,1985,7620508.0
Malawi,MWI,Least Developed,population,1984,7332810.0
Malawi,MWI,Least Developed,population,1983,7051709.0
Malawi,MWI,Least Developed,population,1982,6778879.0
Malawi,MWI,Least Developed,population,1981,6516454.0
Malawi,MWI,Least Developed,population,1980,6265529.0
Malawi,MWI,Least Developed,population,1979,6028749.0
Malawi,MWI,Least Developed,population,1978,5810132.0
Malawi,MWI,Least Developed,population,1977,5614983.0
Malawi,MWI,Least Developed,population,1976,5443384.0
Malawi,MWI,Least Developed,population,1975,5287367.0
Malawi,MWI,Least Developed,population,1974,5141337.0
Malawi,MWI,Least Developed,population,1973,5003938.0
Malawi,MWI,Least Developed,population,1972,4874475.0
Malawi,MWI,Least Developed,population,1971,4751434.0
Malawi,MWI,Least Developed,population,1970,4633944.0
Malawi,MWI,Least Developed,population,1969,4521184.0
Malawi,MWI,Least Developed,population,1968,4411054.0
