country,country_code,development_group,indicator,year,value
Canada,CAN,Developed,gdp_per_capita,1964,2561.63849088572
Canada,CAN,Developed,gdp_per_capita,1963,2380.31732899108
Canada,CAN,Developed,gdp_per_capita,1962,2274.4284708191
Canada,CAN,Developed,gdp_per_capita,1961,2246.08356619252
Canada,CAN,Developed,gdp_per_capita,1960,2264.94849658191
Canada,CAN,Developed,population,2025,41651653.0
Canada,CAN,Developed,population,2024,41262329.0
Canada,CAN,Developed,population,2023,40049088.0
Canada,CAN,Developed,population,2022,38950132.0
Canada,CAN,Developed,population,2021,38239864.0
Canada,CAN,Developed,population,2020,38028638.0
Canada,CAN,Developed,population,2019,37618495.0
Canada,CAN,Developed,population,2018,37072620.0
Canada,CAN,Developed,population,2017,36545075.0
Canada,CAN,Developed,population,2016,36110803.0
Canada,CAN,Developed,population,2015,35704498.0
Canada,CAN,Developed,population,2014,35434066.0
Canada,CAN,Developed,population,2013,35080992.0
Canada,CAN,Developed,population,2012,34713395.0
Canada,CAN,Developed,population,2011,34339221.0
Canada,CAN,Developed,population,2010,34005902.0
Canada,CAN,Developed,population,2009,33630069.0
Canada,CAN,Developed,population,2008,33247298.0
Canada,CAN,Developed,population,2007,32888886.0
Canada,CAN,Developed,population,2006,32571193.0
Canada,CAN,Developed,population,2005,32242732.0
Canada,CAN,Developed,population,2004,31938807.0
Canada,CAN,Developed,population,2003,31642461.0
Canada,CAN,Developed,population,2002,31359199.0
Canada,CAN,Developed,population,2001,31020855.0
Canada,CAN,Developed,population,2000,30685730.0
Canada,CAN,Developed,population,1999,30401286.0
Canada,CAN,Developed,population,1998,30155173.0
Canada,CAN,Developed,population,1997,29905948.0
Canada,CAN,Developed,population,1996,29610218.0
Canada,CAN,Developed,population,1995,29302311.0
Canada,CAN,Developed,population,1994,29000663.0
Canada,CAN,Developed,population,1993,28684764.0
Canada,CAN,Developed,population,1992,28371264.0
Canada,CAN,Developed,population,1991,28037420.0
Canada,CAN,Developed,population,1990,27691138.0
Canada,CAN,Developed,population,1989,27276781.0
Canada,CAN,Developed,population,1988,26791747.0
Canada,CAN,Developed,population,1987,26446601.0
Canada,CAN,Developed,population,1986,26100278.0
Canada,CAN,Developed,population,1985,25842116.0
Canada,CAN,Developed,population,1984,25607053.0
Canada,CAN,Developed,population,1983,25366451.0
Canada,CAN,Developed,population,1982,25116942.0
Canada,CAN,Developed,population,1981,24819915.0
Canada,CAN,Developed,population,1980,24515667.0
Canada,CAN,Developed,population,1979,24201544.0
Canada,CAN,Developed,population,1978,23963203.0
Canada,CAN,Developed,population,1977,23725843.0
Canada,CAN,Developed,population,1976,23449808.0
Canada,CAN,Developed,population,1975,23143275.0
Canada,CAN,Developed,population,1974,22807969.0
Canada,CAN,Developed,population,1973,22491777.0
Canada,CAN,Developed,population,1972,22218463.0
Canada,CAN,Developed,population,1971,21962032.0
Canada,CAN,Developed,population,1970,21324000.0
Canada,CAN,Developed,population,1969,21028000.0
Canada,CAN,Developed,population,1968,20744000.0
Canada,CAN,Developed,population,1967,20412000.0
Canada,CAN,Developed,population,1966,20048000.0
Canada,CAN,Developed,population,1965,19678000.0
Canada,CAN,Developed,population,1964,19325000.0
Canada,CAN,Developed,population,1963,18964000.0
Canada,CAN,Developed,population,1962,18614000.0
Canada,CAN,Developed,population,1961,18271000.0
Canada,CAN,Developed,population,1960,17909356.0
Canada,CAN,Developed,unemployment,2025,6.907
Canada,CAN,Developed,unemployment,2024,6.351
Canada,CAN,Developed,unemployment,2023,5.415
Canada,CAN,Developed,unemployment,2022,5.279
Canada,CAN,Developed,unemployment,2021,7.527
Canada,CAN,Developed,unemployment,2020,9.657
Canada,CAN,Developed,unemployment,2019,5.69
Canada,CAN,Developed,unemployment,2018,5.837
Canada,CAN,Developed,unemployment,2017,6.426
Canada,CAN,Developed,unemployment,2016,7.038
Canada,CAN,Developed,unemployment,2015,6.945
Canada,CAN,Developed,unemployment,2014,7.023
Canada,CAN,Developed,unemployment,2013,7.143
Canada,CAN,Developed,unemployment,2012,7.392
Canada,CAN,Developed,unemployment,2011,7.637
Canada,CAN,Developed,unemployment,2010,8.178
Canada,CAN,Developed,unemployment,2009,8.46
Canada,CAN,Developed,unemployment,2008,6.284
Canada,CAN,Developed,unemployment,2007,6.156
Canada,CAN,Developed,unemployment,2006,6.484
Canada,CAN,Developed,unemployment,2005,6.758
Canada,CAN,Developed,unemployment,2004,7.185
Canada,CAN,Developed,unemployment,2003,7.574
Canada,CAN,Developed,unemployment,2002,7.665
Canada,CAN,Developed,unemployment,2001,7.219
Canada,CAN,Developed,unemployment,2000,6.829
Canada,CAN,Developed,unemployment,1999,7.583
Canada,CAN,Developed,unemployment,1998,8.278
Canada,CAN,Developed,unemployment,1997,9.1
Canada,CAN,Developed,unemployment,1996,9.62
Canada,CAN,Developed,unemployment,1995,9.489
Canada,CAN,Developed,unemployment,1994,10.395
Canada,CAN,Developed,unemployment,1993,11.377
Canada,CAN,Developed,unemployment,1992,11.197
Canada,CAN,Developed,unemployment,1991,10.316
Canada,CAN,Developed,unemployment,1990,
Canada,CAN,Developed,unemployment,1989,
Canada,CAN,Developed,unemployment,1988,
Canada,CAN,Developed,unemployment,1987,
Canada,CAN,Developed,unemployment,1986,
Canada,CAN,Developed,unemployment,1985,
Canada,CAN,Developed,unemployment,1984,
Canada,CAN,Developed,unemployment,1983,
Canada,CAN,Developed,unemployment,1982,
Canada,CAN,Developed,unemployment,1981,
Canada,CAN,Developed,unemployment,1980,
Canada,CAN,Developed,unemployment,1979,
Canada,CAN,Developed,unemployment,1978,
Canada,CAN,Developed,unemployment,1977,
Canada,CAN,Developed,unemployment,1976,
Canada,CAN,Developed,unemployment,1975,
Canada,CAN,Developed,unemployment,1974,
Canada,CAN,Developed,unemployment,1973,
Canada,CAN,Developed,unemployment,1972,
Canada,CAN,Developed,unemployment,1971,
Canada,CAN,Developed,unemployment,1970,
Canada,CAN,Developed,unemployment,1969,
Canada,CAN,Developed,unemployment,1968,
Canada,CAN,Developed,unemployment,1967,
Canada,CAN,Developed,unemployment,1966,
Canada,CAN,Developed,unemployment,1965,
Canada,CAN,Developed,unemployment,1964,
Canada,CAN,Developed,unemployment,1963,
Canada,CAN,Developed,unemployment,1962,
Canada,CAN,Developed,unemployment,1961,
Canada,CAN,Developed,unemployment,1960,
China,CHN,Developing,gdp,2025,19498039388042.6
China,CHN,Developing,gdp,2024,18729668435848.0
China,CHN,Developing,gdp,2023,18270356654533.2
China,CHN,Developing,gdp,2022,18316765021690.2
China,CHN,Developing,gdp,2021,18201698719564.0
China,CHN,Developing,gdp,2020,14996414166715.1
China,CHN,Developing,gdp,2019,14560167101283.4
China,CHN,Developing,gdp,2018,14147765772963.8
China,CHN,Developing,gdp,2017,12537559062282.9
China,CHN,Developing,gdp,2016,11456024084962.0
China,CHN,Developing,gdp,2015,11280814787468.9
China,CHN,Developing,gdp,2014,10674533168257.4
China,CHN,Developing,gdp,2013,9743124247267.24
China,CHN,Developing,gdp,2012,8673664713189.24
China,CHN,Developing,gdp,2011,7671757207851.29
China,CHN,Developing,gdp,2010,6192564874453.29
China,CHN,Developing,gdp,2009,5189577094997.58
China,CHN,Developing,gdp,2008,4667346414521.95
China,CHN,Developing,gdp,2007,3604055822571.63
China,CHN,Developing,gdp,2006,2791498472804.33
China,CHN,Developing,gdp,2005,2317551298052.05
China,CHN,Developing,gdp,2004,1984196551300.44
China,CHN,Developing,gdp,2003,1683903309843.85
China,CHN,Developing,gdp,2002,1489821682050.54
China,CHN,Developing,gdp,2001,1355036590251.52
China,CHN,Developing,gdp,2000,1223754919971.05
China,CHN,Developing,gdp,1999,1103843203575.64
China,CHN,Developing,gdp,1998,1037134141760.35
China,CHN,Developing,gdp,1997,967753570434.667
China,CHN,Developing,gdp,1996,868523936530.083
China,CHN,Developing,gdp,1995,738190896227.55
China,CHN,Developing,gdp,1994,566929539493.172
China,CHN,Developing,gdp,1993,446557291212.148
China,CHN,Developing,gdp,1992,428502354788.069
China,CHN,Developing,gdp,1991,384510452961.672
China,CHN,Developing,gdp,1990,361560229445.507
China,CHN,Developing,gdp,1989,348380566801.619
China,CHN,Developing,gdp,1988,312888888888.889
China,CHN,Developing,gdp,1987,273455156950.673
China,CHN,Developing,gdp,1986,301310144927.536
China,CHN,Developing,gdp,1985,310064625850.34
China,CHN,Developing,gdp,1984,260442857142.857
China,CHN,Developing,gdp,1983,231130268199.234
China,CHN,Developing,gdp,1982,205480916030.534
China,CHN,Developing,gdp,1981,196218253968.254
China,CHN,Developing,gdp,1980,191487500000.0
China,CHN,Developing,gdp,1979,178573913043.478
China,CHN,Developing,gdp,1978,149788617886.179
China,CHN,Developing,gdp,1977,175226595859.778
China,CHN,Developing,gdp,1976,154196810058.643
China,CHN,Developing,gdp,1975,163687619735.857
China,CHN,Developing,gdp,1974,144418433058.472
China,CHN,Developing,gdp,1973,138764340892.0
China,CHN,Developing,gdp,1972,113871930713.841
China,CHN,Developing,gdp,1971,99959013879.6308
China,CHN,Developing,gdp,1970,92752930873.1912
China,CHN,Developing,gdp,1969,79847786729.1898
China,CHN,Developing,gdp,1968,70980323818.7853
China,CHN,Developing,gdp,1967,73011350596.2485
China,CHN,Developing,gdp,1966,76854053259.209
China,CHN,Developing,gdp,1965,70565994356.1828
China,CHN,Developing,gdp,1964,59821862703.4023
China,CHN,Developing,gdp,1963,50812227918.5753
China,CHN,Developing,gdp,1962,47310737754.2287
China,CHN,Developing,gdp,1961,50162299349.7871
China,CHN,Developing,gdp,1960,59846235024.7318
China,CHN,Developing,gdp_per_capita,2025,13861.970224368
China,CHN,Developing,gdp_per_capita,2024,13293.1162269366
China,CHN,Developing,gdp_per_capita,2023,12951.1782397043
China,CHN,Developing,gdp_per_capita,2022,12970.6056414327
China,CHN,Developing,gdp_per_capita,2021,12887.4357242941
China,CHN,Developing,gdp_per_capita,2020,10627.4637989619
China,CHN,Developing,gdp_per_capita,2019,10342.9009524335
China,CHN,Developing,gdp_per_capita,2018,10085.6638148819
China,CHN,Developing,gdp_per_capita,2017,8979.67652709856
China,CHN,Developing,gdp_per_capita,2016,8254.86859320357
China,CHN,Developing,gdp_per_capita,2015,8175.33285077393
China,CHN,Developing,gdp_per_capita,2014,7781.06597484974
China,CHN,Developing,gdp_per_capita,2013,7147.03518622344
China,CHN,Developing,gdp_per_capita,2012,6405.0574241349
China,CHN,Developing,gdp_per_capita,2011,5703.76027973346
China,CHN,Developing,gdp_per_capita,2010,4629.24551710077
China,CHN,Developing,gdp_per_capita,2009,3898.24459158811
China,CHN,Developing,gdp_per_capita,2008,3523.44302065213
China,CHN,Developing,gdp_per_capita,2007,2734.72709877693
China,CHN,Developing,gdp_per_capita,2006,2129.25696999613
China,CHN,Developing,gdp_per_capita,2005,1777.64496828464
China,CHN,Developing,gdp_per_capita,2004,1530.92726215723
China,CHN,Developing,gdp_per_capita,2003,1306.97245408557
China,CHN,Developing,gdp_per_capita,2002,1163.55957673426
China,CHN,Developing,gdp_per_capita,2001,1065.40597574519
China,CHN,Developing,gdp_per_capita,2000,969.199513696287
China,CHN,Developing,gdp_per_capita,1999,881.146614068925
China,CHN,Developing,gdp_per_capita,1998,835.095348597432
China,CHN,Developing,gdp_per_capita,1997,786.743548510999
China,CHN,Developing,gdp_per_capita,1996,713.337387811657
China,CHN,Developing,gdp_per_capita,1995,612.680277898627
China,CHN,Developing,gdp_per_capita,1994,475.677874448369
China,CHN,Developing,gdp_per_capita,1993,378.939353053314
China,CHN,Developing,gdp_per_capita,1992,367.822651903542
China,CHN,Developing,gdp_per_capita,1991,334.130288119078
China,CHN,Developing,gdp_per_capita,1990,318.50335359039
China,CHN,Developing,gdp_per_capita,1989,311.429461227032
China,CHN,Developing,gdp_per_capita,1988,284.023573149686
China,CHN,Developing,gdp_per_capita,1987,252.256760114454
China,CHN,Developing,gdp_per_capita,1986,282.445603096707
China,CHN,Developing,gdp_per_capita,1985,295.007445815897
China,CHN,Developing,gdp_per_capita,1984,251.192686463827
China,CHN,Developing,gdp_per_capita,1983,225.86534696156
China,CHN,Developing,gdp_per_capita,1982,203.722788366928
China,CHN,Developing,gdp_per_capita,1981,197.425510967822
China,CHN,Developing,gdp_per_capita,1980,195.149479992051
China,CHN,Developing,gdp_per_capita,1979,184.285853059043
China,CHN,Developing,gdp_per_capita,1978,156.655616850835
China,CHN,Developing,gdp_per_capita,1977,185.728620718294
China,CHN,Developing,gdp_per_capita,1976,165.680987722637
China,CHN,Developing,gdp_per_capita,1975,178.621249282085
China,CHN,Developing,gdp_per_capita,1974,160.402546852304
China,CHN,Developing,gdp_per_capita,1973,157.339888078555
China,CHN,Developing,gdp_per_capita,1972,132.097410431007
China,CHN,Developing,gdp_per_capita,1971,118.84249157909
China,CHN,Developing,gdp_per_capita,1970,113.346243039894
China,CHN,Developing,gdp_per_capita,1969,100.308139479526
China,CHN,Developing,gdp_per_capita,1968,91.6454581848979
China,CHN,Developing,gdp_per_capita,1967,96.7614480104016
China,CHN,Developing,gdp_per_capita,1966,104.50646350178
China,CHN,Developing,gdp_per_capita,1965,98.6681688740435
China,CHN,Developing,gdp_per_capita,1964,85.6611074645449
China,CHN,Developing,gdp_per_capita,1963,74.4681540864463
China,CHN,Developing,gdp_per_capita,1962,71.0616845971262
China,CHN,Developing,gdp_per_capita,1961,75.9655011127574
China,CHN,Developing,gdp_per_capita,1960,89.7150749167731
China,CHN,Developing,population,2025,1406585000.0
China,CHN,Developing,population,2024,1408975000.0
China,CHN,Developing,population,2023,1410710000.0
China,CHN,Developing,population,2022,1412175000.0
China,CHN,Developing,population,2021,1412360000.0
China,CHN,Developing,population,2020,1411100000.0
China,CHN,Developing,population,2019,1407745000.0
China,CHN,Developing,population,2018,1402760000.0
China,CHN,Developing,population,2017,1396215000.0
China,CHN,Developing,population,2016,1387790000.0
China,CHN,Developing,population,2015,1379860000.0
China,CHN,Developing,population,2014,1371860000.0
China,CHN,Developing,population,2013,1363240000.0
China,CHN,Developing,population,2012,1354190000.0
China,CHN,Developing,population,2011,1345035000.0
China,CHN,Developing,population,2010,1337705000.0
China,CHN,Developing,population,2009,1331260000.0
China,CHN,Developing,population,2008,1324655000.0
China,CHN,Developing,population,2007,1317885000.0
China,CHN,Developing,population,2006,1311020000.0
China,CHN,Developing,population,2005,1303720000.0
China,CHN,Developing,population,2004,1296075000.0
China,CHN,Developing,population,2003,1288400000.0
China,CHN,Developing,population,2002,1280400000.0
China,CHN,Developing,population,2001,1271850000.0
China,CHN,Developing,population,2000,1262645000.0
China,CHN,Developing,population,1999,1252735000.0
China,CHN,Developing,population,1998,1241935000.0
China,CHN,Developing,population,1997,1230075000.0
China,CHN,Developing,population,1996,1217550000.0
China,CHN,Developing,population,1995,1204855000.0
China,CHN,Developing,population,1994,1191835000.0
China,CHN,Developing,population,1993,1178440000.0
China,CHN,Developing,population,1992,1164970000.0
China,CHN,Developing,population,1991,1150780000.0
China,CHN,Developing,population,1990,1135185000.0
China,CHN,Developing,population,1989,1118650000.0
China,CHN,Developing,population,1988,1101630000.0
China,CHN,Developing,population,1987,1084035000.0
China,CHN,Developing,population,1986,1066790000.0
China,CHN,Developing,population,1985,1051040000.0
China,CHN,Developing,population,1984,1036825000.0
China,CHN,Developing,population,1983,1023310000.0
China,CHN,Developing,population,1982,1008630000.0
China,CHN,Developing,population,1981,993885000.0
China,CHN,Developing,population,1980,981235000.0
China,CHN,Developing,population,1979,969005000.0
China,CHN,Developing,population,1978,956165000.0
China,CHN,Developing,population,1977,943455000.0
China,CHN,Developing,population,1976,930685000.0
China,CHN,Developing,population,1975,916395000.0
China,CHN,Developing,population,1974,900350000.0
China,CHN,Developing,population,1973,881940000.0
China,CHN,Developing,population,1972,862030000.0
China,CHN,Developing,population,1971,841105000.0
China,CHN,Developing,population,1970,818315000.0
China,CHN,Developing,population,1969,796025000.0
China,CHN,Developing,population,1968,774510000.0
China,CHN,Developing,population,1967,754550000.0
China,CHN,Developing,population,1966,735400000.0
China,CHN,Developing,population,1965,715185000.0
China,CHN,Developing,population,1964,698355000.0
China,CHN,Developing,population,1963,682335000.0
China,CHN,Developing,population,1962,665770000.0
China,CHN,Developing,population,1961,660330000.0
China,CHN,Developing,population,1960,667070000.0
China,CHN,Developing,unemployment,2025,4.615
China,CHN,Developing,unemployment,2024,4.59
China,CHN,Developing,unemployment,2023,4.67
China,CHN,Developing,unemployment,2022,4.98
China,CHN,Developing,unemployment,2021,4.55
China,CHN,Developing,unemployment,2020,5.0
China,CHN,Developing,unemployment,2019,4.56
China,CHN,Developing,unemployment,2018,4.31
China,CHN,Developing,unemployment,2017,4.47
China,CHN,Developing,unemployment,2016,4.56
China,CHN,Developing,unemployment,2015,4.65
China,CHN,Developing,unemployment,2014,4.63
China,CHN,Developing,unemployment,2013,4.6
China,CHN,Developing,unemployment,2012,4.58
China,CHN,Developing,unemployment,2011,4.55
China,CHN,Developing,unemployment,2010,4.53
China,CHN,Developing,unemployment,2009,4.72
China,CHN,Developing,unemployment,2008,4.59
China,CHN,Developing,unemployment,2007,4.35
China,CHN,Developing,unemployment,2006,4.43
China,CHN,Developing,unemployment,2005,4.52
China,CHN,Developing,unemployment,2004,4.49
China,CHN,Developing,unemployment,2003,4.58
China,CHN,Developing,unemployment,2002,4.24
China,CHN,Developing,unemployment,2001,3.8
China,CHN,Developing,unemployment,2000,3.26
China,CHN,Developing,unemployment,1999,3.25
China,CHN,Developing,unemployment,1998,3.24
China,CHN,Developing,unemployment,1997,3.23
China,CHN,Developing,unemployment,1996,3.12
China,CHN,Developing,unemployment,1995,3.0
China,CHN,Developing,unemployment,1994,2.9
China,CHN,Developing,unemployment,1993,2.69
China,CHN,Developing,unemployment,1992,2.37
China,CHN,Developing,unemployment,1991,2.37
China,CHN,Developing,unemployment,1990,
China,CHN,Developing,unemployment,1989,
China,CHN,Developing,unemployment,1988,
China,CHN,Developing,unemployment,1987,
China,CHN,Developing,unemployment,1986,
China,CHN,Developing,unemployment,1985,
China,CHN,Developing,unemployment,1984,
China,CHN,Developing,unemployment,1983,
China,CHN,Developing,unemployment,1982,
China,CHN,Developing,unemployment,1981,
China,CHN,Developing,unemployment,1980,
China,CHN,Developing,unemployment,1979,
China,CHN,Developing,unemployment,1978,
China,CHN,Developing,unemployment,1977,
China,CHN,Developing,unemployment,1976,
China,CHN,Developing,unemployment,1975,
China,CHN,Developing,unemployment,1974,
China,CHN,Developing,unemployment,1973,
China,CHN,Developing,unemployment,1972,
China,CHN,Developing,unemployment,1971,
China,CHN,Developing,unemployment,1970,
China,CHN,Developing,unemployment,1969,
China,CHN,Developing,unemployment,1968,
China,CHN,Developing,unemployment,1967,
China,CHN,Developing,unemployment,1966,
China,CHN,Developing,unemployment,1965,
China,CHN,Developing,unemployment,1964,
China,CHN,Developing,unemployment,1963,
China,CHN,Developing,unemployment,1962,
China,CHN,Developing,unemployment,1961,
China,CHN,Developing,unemployment,1960,
Germany,DEU,Developed,gdp,2025,5050922925047.05
Germany,DEU,Developed,gdp,2024,4685592577804.69
Germany,DEU,Developed,gdp,2023,4562207532490.28
Germany,DEU,Developed,gdp,2022,4201021706478.62
Germany,DEU,Developed,gdp,2021,4355251953410.78
Germany,DEU,Developed,gdp,2020,3941398957073.94
Germany,DEU,Developed,gdp,2019,3959894794039.21
Germany,DEU,Developed,gdp,2018,4055433215301.96
Germany,DEU,Developed,gdp,2017,3765351626105.89
Germany,DEU,Developed,gdp,2016,3536787895179.0
Germany,DEU,Developed,gdp,2015,3425099578746.09
Germany,DEU,Developed,gdp,2014,3964870735760.77
Germany,DEU,Developed,gdp,2013,3807023797050.99
Germany,DEU,Developed,gdp,2012,3596483233406.25
Germany,DEU,Developed,gdp,2011,3823575803793.78
Germany,DEU,Developed,gdp,2010,3467093769666.67
Germany,DEU,Developed,gdp,2009,3478545516683.59
Germany,DEU,Developed,gdp,2008,3808197720125.0
Germany,DEU,Developed,gdp,2007,3484056680854.91
Germany,DEU,Developed,gdp,2006,3046308753670.58
Germany,DEU,Developed,gdp,2005,2893393187361.87
Germany,DEU,Developed,gdp,2004,2852317768061.78
Germany,DEU,Developed,gdp,2003,2534715518349.01
Germany,DEU,Developed,gdp,2002,2102350798305.89
Germany,DEU,Developed,gdp,2001,1966381496641.73
Germany,DEU,Developed,gdp,2000,1966980701145.1
Germany,DEU,Developed,gdp,1999,2213873468586.88
Germany,DEU,Developed,gdp,1998,2247760364565.97
Germany,DEU,Developed,gdp,1997,2218790886532.82
Germany,DEU,Developed,gdp,1996,2506576553158.31
Germany,DEU,Developed,gdp,1995,2593053091306.13
Germany,DEU,Developed,gdp,1994,2215282632276.73
Germany,DEU,Developed,gdp,1993,2078954217437.6
Germany,DEU,Developed,gdp,1992,2141377582968.07
Germany,DEU,Developed,gdp,1991,1875792575132.59
Germany,DEU,Developed,gdp,1990,1778162195860.07
Germany,DEU,Developed,gdp,1989,1404092925205.45
Germany,DEU,Developed,gdp,1988,1406367016371.53
Germany,DEU,Developed,gdp,1987,1302932318824.81
Germany,DEU,Developed,gdp,1986,1050092624515.9
Germany,DEU,Developed,gdp,1985,735218723093.277
Germany,DEU,Developed,gdp,1984,727767760978.627
Germany,DEU,Developed,gdp,1983,773507930294.906
Germany,DEU,Developed,gdp,1982,779421633755.138
Germany,DEU,Developed,gdp,1981,803404797057.551
Germany,DEU,Developed,gdp,1980,953772499462.019
Germany,DEU,Developed,gdp,1979,884574218333.155
Germany,DEU,Developed,gdp,1978,743182891918.208
Germany,DEU,Developed,gdp,1977,602698323085.993
Germany,DEU,Developed,gdp,1976,521658712132.981
Germany,DEU,Developed,gdp,1975,492434094920.105
Germany,DEU,Developed,gdp,1974,446934971657.471
Germany,DEU,Developed,gdp,1973,399833571167.215
Germany,DEU,Developed,gdp,1972,300899944795.436
Germany,DEU,Developed,gdp,1971,250900942396.699
Germany,DEU,Developed,gdp,1970,216629229947.096
Germany,DEU,Developed,gdp,1969,177733486326.06
Germany,DEU,Developed,gdp,1968,156527292653.157
Germany,DEU,Developed,gdp,1967,145100667772.69
Germany,DEU,Developed,gdp,1966,143304275683.979
Germany,DEU,Developed,gdp,1965,134774688191.161
Germany,DEU,Developed,gdp,1964,123330404665.086
Germany,DEU,Developed,gdp,1963,112232503744.1
Germany,DEU,Developed,gdp,1962,105895435234.343
Germany,DEU,Developed,gdp,1961,96558204043.1028
Germany,DEU,Developed,gdp,1960,84619845881.2608
Germany,DEU,Developed,gdp_per_capita,2025,60496.4350820414
Germany,DEU,Developed,gdp_per_capita,2024,56103.7323182554
Germany,DEU,Developed,gdp_per_capita,2023,54776.7668235491
Germany,DEU,Developed,gdp_per_capita,2022,50506.5179638543
Germany,DEU,Developed,gdp_per_capita,2021,52349.2459994422
Germany,DEU,Developed,gdp_per_capita,2020,47394.8734504469
Germany,DEU,Developed,gdp_per_capita,2019,47656.199739747
Germany,DEU,Developed,gdp_per_capita,2018,48916.1686612154
Germany,DEU,Developed,gdp_per_capita,2017,45553.9341495339
Germany,DEU,Developed,gdp_per_capita,2016,42948.9381932694
Germany,DEU,Developed,gdp_per_capita,2015,41929.7549110722
Germany,DEU,Developed,gdp_per_capita,2014,48959.5991203133
Germany,DEU,Developed,gdp_per_capita,2013,47206.8353514242
Germany,DEU,Developed,gdp_per_capita,2012,44718.0159214069
Germany,DEU,Developed,gdp_per_capita,2011,47630.9761883572
Germany,DEU,Developed,gdp_per_capita,2010,42396.9665976293
Germany,DEU,Developed,gdp_per_capita,2009,42471.8868625226
Germany,DEU,Developed,gdp_per_capita,2008,46379.1647953479
Germany,DEU,Developed,gdp_per_capita,2007,42350.9217211489
Germany,DEU,Developed,gdp_per_capita,2006,36980.3349948954
Germany,DEU,Developed,gdp_per_capita,2005,35084.4363546269
Germany,DEU,Developed,gdp_per_capita,2004,34566.7359143735
Germany,DEU,Developed,gdp_per_capita,2003,30711.1022511331
Germany,DEU,Developed,gdp_per_capita,2002,25486.5942008748
Germany,DEU,Developed,gdp_per_capita,2001,23878.3641471651
Germany,DEU,Developed,gdp_per_capita,2000,23925.8559901991
Germany,DEU,Developed,gdp_per_capita,1999,26965.4922773722
Germany,DEU,Developed,gdp_per_capita,1998,27395.9440608051
Germany,DEU,Developed,gdp_per_capita,1997,27046.9565464237
Germany,DEU,Developed,gdp_per_capita,1996,30599.7891048363
Germany,DEU,Developed,gdp_per_capita,1995,31747.2449398447
Germany,DEU,Developed,gdp_per_capita,1994,27201.9593555204
Germany,DEU,Developed,gdp_per_capita,1993,25616.6508772405
Germany,DEU,Developed,gdp_per_capita,1992,26559.8543879632
Germany,DEU,Developed,gdp_per_capita,1991,23443.3350818536
Germany,DEU,Developed,gdp_per_capita,1990,22385.6778250275
Germany,DEU,Developed,gdp_per_capita,1989,17829.4609524705
Germany,DEU,Developed,gdp_per_capita,1988,17996.9783507619
Germany,DEU,Developed,gdp_per_capita,1987,16738.6132825523
Germany,DEU,Developed,gdp_per_capita,1986,13511.1520027486
Germany,DEU,Developed,gdp_per_capita,1985,9464.11694710857
Germany,DEU,Developed,gdp_per_capita,1984,9347.29068412377
Germany,DEU,Developed,gdp_per_capita,1983,9900.48559233526
Germany,DEU,Developed,gdp_per_capita,1982,9950.05926025365
Germany,DEU,Developed,gdp_per_capita,1981,10246.4767623188
Germany,DEU,Developed,gdp_per_capita,1980,12182.7800196802
Germany,DEU,Developed,gdp_per_capita,1979,11322.3543443813
Germany,DEU,Developed,gdp_per_capita,1978,9516.78283228907
Germany,DEU,Developed,gdp_per_capita,1977,7711.10232025365
Germany,DEU,Developed,gdp_per_capita,1976,6659.16546576017
Germany,DEU,Developed,gdp_per_capita,1975,6259.20744498342
Germany,DEU,Developed,gdp_per_capita,1974,5659.73787773336
Germany,DEU,Developed,gdp_per_capita,1973,5065.24523302283
Germany,DEU,Developed,gdp_per_capita,1972,3823.94032602696
Germany,DEU,Developed,gdp_per_capita,1971,3203.82884836051
Germany,DEU,Developed,gdp_per_capita,1970,2771.28310514754
Germany,DEU,Developed,gdp_per_capita,1969,2281.27598218229
Germany,DEU,Developed,gdp_per_capita,1968,2025.08159465853
Germany,DEU,Developed,gdp_per_capita,1967,1885.61596607874
Germany,DEU,Developed,gdp_per_capita,1966,1870.80540291774
Germany,DEU,Developed,gdp_per_capita,1965,1774.1986904555
Germany,DEU,Developed,gdp_per_capita,1964,1637.45522773672
Germany,DEU,Developed,gdp_per_capita,1963,1502.15452905146
Germany,DEU,Developed,gdp_per_capita,1962,1430.52095516263
Germany,DEU,Developed,gdp_per_capita,1961,1315.90787834504
Germany,DEU,Developed,gdp_per_capita,1960,1162.12266831735
Germany,DEU,Developed,population,2025,83491249.0
Germany,DEU,Developed,population,2024,83516593.0
Germany,DEU,Developed,population,2023,83287273.0
Germany,DEU,Developed,population,2022,83177813.0
Germany,DEU,Developed,population,2021,83196078.0
Germany,DEU,Developed,population,2020,83160871.0
Germany,DEU,Developed,population,2019,83092962.0
Germany,DEU,Developed,population,2018,82905782.0
Germany,DEU,Developed,population,2017,82657002.0
Germany,DEU,Developed,population,2016,82348669.0
Germany,DEU,Developed,population,2015,81686611.0
Germany,DEU,Developed,population,2014,80982500.0
Germany,DEU,Developed,population,2013,80645605.0
Germany,DEU,Developed,population,2012,80425823.0
Germany,DEU,Developed,population,2011,80274983.0
Germany,DEU,Developed,population,2010,81776930.0
Germany,DEU,Developed,population,2009,81902307.0
Germany,DEU,Developed,population,2008,82110097.0
Germany,DEU,Developed,population,2007,82266372.0
Germany,DEU,Developed,population,2006,82376451.0
Germany,DEU,Developed,population,2005,82469422.0
Germany,DEU,Developed,population,2004,82516260.0
Germany,DEU,Developed,population,2003,82534176.0
Germany,DEU,Developed,population,2002,82488495.0
Germany,DEU,Developed,population,2001,82349925.0
